F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename
15.659728,0.009745197,15.516701,15.629912,15.845697,0.32899666,23.36557,17.212988,3.192191,2.5301158,0.17018111,0.049911242,0.1625914,0.16991837,0.17742138,0.014829978,0.38888416,0.20760733,0.3453747,0.19734119,0.033295196,0.17923775,16.767048,0.08186237,7.6650834,0.2807433,-1.3592135,-2.341848,4.1112905,0.93120736,0.012482991,0.6045827,0.76744646,0.3493403,1.0918915,0.31209016,5.5794687,0.28412858,18.830305,0.19328536,632.38324,0.17388164,1379.8478,0.134213,-197.82773,-0.11126909,1604.0488,0.0991168,1446.9935,0.23296802,-197.98778,-0.105457135,2505.3157,0.10420729,957.7887,0.24269134,-198.05646,-0.10311048,-13.954614,-0.11253943,27.074213,0.063399084,-0.024449572,-0.65000373,-0.0021804825,-1.4521385,0.037557937,0.24601479,17.719177,0.06864014,8.986077,0.22104831,1.2287097,2.407695,6.7060766,0.32167813,-10.222446,20.811172,-0.0060192025,-0.0024506187,0.033238113,9.90991,0.3018109,0.046666663,0.03091206,2.4325,1.298256,-46.756485,../../../dataset/mimii/fan/id_00/normal/00000000.wav
15.395834,0.013556041,15.191399,15.410783,15.594023,0.40262413,17.711704,0.0,-14.972019,0.0,0.16780005,0.052932892,0.16048463,0.16753279,0.17548615,0.0150015205,0.39978763,0.17959523,0.41229698,0.1902059,0.032557666,0.1603578,18.851624,0.07254694,4.3405485,0.5063158,-0.70389867,-4.658737,5.646577,0.57735264,0.04047536,0.22176066,0.54513,0.49128735,1.119613,0.407633,7.6784368,0.14600208,18.223335,0.09228413,816.69794,0.11555039,1181.4443,0.16423261,-199.5593,-0.07535379,1897.9154,0.08308451,1009.17554,0.1263326,-199.58759,-0.07402227,2909.3623,0.047886737,784.7382,0.040689796,-199.63643,-0.07145428,-9.851287,-0.16537876,25.238092,0.05162767,-0.032654352,-0.22095512,-0.003221863,-0.8873389,0.026292443,0.1099351,18.132622,0.039995864,3.5953953,0.30697906,-0.5027038,-4.1716266,6.7059455,0.2171808,-7.281229,19.566141,-0.007610046,0.0006474283,0.03264575,10.810811,0.100603625,0.07,0.0,4.92,4.02,-46.7996,../../../dataset/mimii/fan/id_00/normal/00000001.wav
15.478955,0.023421755,15.075821,15.501355,15.639557,0.56373596,25.307354,10.093338,23.269583,0.0,0.16703999,0.045460325,0.16043988,0.16656543,0.17360651,0.013166636,0.36051404,0.18637793,0.33040306,0.16928741,0.037545126,0.19653799,19.09788,0.103555694,0.8141961,3.0807233,12.099867,0.24121673,3.983928,0.8869678,0.03168348,0.5248541,1.0741317,0.3720252,0.6869008,0.5922393,23.946033,1.4032203,17.350603,0.13062292,882.032,0.21676901,1370.7821,0.17038669,-199.00887,-0.08217691,1915.7366,0.09715983,1276.968,0.17376672,-199.05447,-0.080271706,2874.3271,0.050335895,876.09436,0.047431853,-199.11069,-0.07794225,-14.612609,-0.08505223,27.061335,0.062952615,-0.024073541,-0.44818103,0.008864241,0.39143002,0.044459008,0.19054744,21.289494,0.03236954,3.232781,0.35888815,13.863373,0.13011184,6.2282524,0.20552292,-10.35435,20.719898,-0.012653416,0.006147393,0.0374784,11.811812,0.3018109,0.026666667,0.0047140447,2.4475,1.2980827,-46.047844,../../../dataset/mimii/fan/id_00/normal/00000002.wav
14.880586,0.017460596,14.623193,14.852384,15.171072,0.5478792,0.0,0.0,-0.09654359,0.0,0.16761267,0.0433275,0.16159531,0.16764879,0.173275,0.011679679,0.34534943,0.15708195,0.34025207,0.17703512,0.03544813,0.18069854,14.93704,0.09971661,11.0695,0.19439332,3.8645997,0.7210502,1.4720626,2.4786544,0.03773507,0.14701803,0.83653694,0.25938827,0.44071567,0.51196986,8.788406,0.11026252,16.474483,0.24439469,752.7104,0.2576152,1411.3645,0.078704774,-199.72775,-0.07053518,1725.3341,0.067142226,1190.5195,0.27305523,-199.77907,-0.06762433,2682.124,0.0314996,843.20056,0.09352571,-199.78772,-0.06721454,-14.137689,-0.07573918,23.556158,0.045911077,-0.024372572,-0.3227856,-0.0009905561,-2.975754,0.032469634,0.04676777,13.453918,0.061738208,11.492053,0.07789866,9.460301,0.021522053,5.243988,0.3006422,-11.254622,18.913504,-0.0061670127,-0.004802165,0.03547455,10.210211,0.100603625,0.06,0.0,4.9249997,3.5749998,-47.188545,../../../dataset/mimii/fan/id_00/normal/00000003.wav
15.319093,0.002352605,15.296099,15.337032,15.345676,0.049577713,0.027543386,0.0,0.0,0.0,0.14963,0.05727484,0.14300802,0.1486383,0.1549399,0.011931881,0.3690173,0.2425515,0.2647175,0.16180411,0.037813637,0.2061938,21.964611,0.077947915,1.4671389,1.9559445,12.029857,0.23356591,1.072856,3.1447525,0.015411796,0.0,2.7248,0.10181706,0.74512446,0.28563178,5.062466,0.008130714,21.865036,0.04676994,559.611,0.2002567,1753.3384,0.06441153,-200.4536,-0.041506663,1449.582,0.090163134,1618.2896,0.08453892,-200.46529,-0.04061708,2381.5947,0.09221401,1269.8735,0.035332616,-200.47597,-0.0397991,-14.688182,-0.081044644,24.324492,0.043034103,-0.02909527,-0.2558946,-5.8822752e-05,-32.77833,0.06956369,0.041196942,25.475752,0.026996527,0.13142832,3.352099,12.477666,0.13127571,5.4121366,0.49430278,-12.019785,21.67687,-0.012891426,0.0018931152,0.037777252,6.906907,0.10080645,0.02,0.0,4.935,4.185,-46.76162,../../../dataset/mimii/fan/id_00/normal/00000004.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16829771,0.052512653,0.16056104,0.16794701,0.17613909,0.015578046,0.42337754,0.19882655,0.3945357,0.19166817,0.03588191,0.16726169,19.545938,0.07348319,4.1828365,0.54790616,-3.2139568,-0.9808295,2.6455367,1.3749597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.679237,19.174683,-0.004265135,-0.002440933,0.03590237,9.60961,0.0,0.0,0.0,9.929999,0.0,-47.010735,../../../dataset/mimii/fan/id_00/normal/00000005.wav
15.737867,0.04510611,15.247974,15.719099,16.27431,1.0263348,36.00353,0.0,37.413918,14.588299,0.14867717,0.045753084,0.143222,0.14822613,0.15385088,0.010628879,0.3543123,0.17899223,0.32353693,0.17743663,0.037692916,0.20977503,22.626404,0.10006603,3.6213825,0.7648424,10.41705,0.31695902,2.117796,1.7417278,0.04098322,0.5641077,1.4175235,0.22498727,-0.07846797,-7.0387526,6.950104,0.4019057,21.211426,0.10742671,679.5603,0.24151981,1416.4028,0.08327722,-198.78056,-0.09302211,1735.0818,0.11836931,1189.6251,0.10507665,-198.85866,-0.08980631,2720.4622,0.14190853,1022.91876,0.13392685,-198.9286,-0.086823456,-14.7202,-0.05390963,25.627012,0.07960631,-0.015636688,-0.66549957,0.0030966275,1.2411535,0.034106046,0.13307703,23.299765,0.09015979,3.5690947,0.59203464,11.819102,0.10325359,3.2151315,0.49004707,-12.682221,22.09968,-0.008156375,0.001933167,0.037799865,10.410411,0.20120725,0.049999997,0.0,3.2633333,0.92723006,-46.635628,../../../dataset/mimii/fan/id_00/normal/00000006.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1426761,0.054077353,0.136291,0.14210308,0.14917389,0.012882888,0.3370365,0.18166207,0.3179237,0.17618096,0.0377973,0.19536453,23.082859,0.09284983,4.7715745,0.5912453,11.308184,0.28864017,2.2515345,1.6541176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.476863,22.900774,-0.009520448,-0.00063192256,0.037823226,9.4094095,0.0,0.0,0.0,9.929999,0.0,-46.73686,../../../dataset/mimii/fan/id_00/normal/00000007.wav
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15804565,0.04094794,0.15259235,0.15753408,0.16335173,0.010759383,0.37037402,0.17050968,0.34028357,0.17675495,0.03852912,0.22833471,20.947554,0.06985728,2.2499921,0.90386564,9.577287,0.2804141,2.2252967,1.542475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.918278,20.9779,-0.008264885,0.004101634,0.03860478,11.811812,0.0,0.0,0.0,9.929999,0.0,-46.755093,../../../dataset/mimii/fan/id_00/normal/00000008.wav
15.372242,0.062913574,14.624584,14.921319,16.096003,1.4714184,44.77162,35.867897,99.34423,46.23838,0.1500617,0.06082422,0.14238733,0.14946501,0.156968,0.014580667,0.34025672,0.19101907,0.25763354,0.17360514,0.037427038,0.23715617,23.136824,0.07323861,1.9393044,1.1390584,10.363032,0.30375892,1.5437702,2.3319619,0.043716077,0.51284367,1.3365822,0.6433498,0.4586356,1.1036788,-28.086918,-1.5831057,-12.716221,-3.4128425,592.8319,0.29193088,1533.193,0.09741582,-197.14154,-0.114555314,1578.4822,0.11547199,1282.1648,0.16009004,-197.3243,-0.10902591,2565.1565,0.08722662,1035.1709,0.30451244,-197.40582,-0.106555976,-15.465145,-0.09373387,27.20924,0.07318132,-0.022747265,-0.4182355,0.0032985245,1.438335,0.03913648,0.20376514,24.244051,0.06004594,3.9385898,0.44717327,14.120007,0.1279079,5.5477395,0.686299,-12.059891,21.782684,-0.007776879,0.001960122,0.037428886,6.5065064,0.6036218,0.024999999,0.0076376256,1.38,1.1180595,-46.49706,../../../dataset/mimii/fan/id_00/normal/00000009.wav
