localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,f1,f2,f3,f4,f0_mean,f0_std,filename,id_machine,machine_type,label
0.056193310842769004,0.6506660804152489,0.0225827374743307,,,0.018087188469001297,7.420195157800962e-05,0.004495117883090642,,0.013485353649271769,1423.0845691843804,2618.368115804638,3800.847278353515,4661.513896235359,244.7723890180567,14.505567437493529,../../../dataset/mimii/valve/id_02/normal/00000275.wav,id_02,valve,normal
0.022190656889315707,0.21480672682325044,0.0,,,0.019150797974315785,8.561905311304751e-05,0.018056266191212447,,0.05416879857363744,1405.3338123861058,2612.7306849930005,3835.2868844287,4607.697157134104,226.84316208131867,24.44485614814789,../../../dataset/mimii/valve/id_02/normal/00000123.wav,id_02,valve,normal
0.03210501275861058,0.3632661801847545,0.016349775015959103,,,0.009477691086245892,3.7942613834666734e-05,0.0031190574327484896,,0.00935717229824555,1390.8129562992794,2635.0254089404098,3900.9425790648556,4612.094027476838,249.93375328814702,5.947678379079161,../../../dataset/mimii/valve/id_02/normal/00000260.wav,id_02,valve,normal
0.037676247094553666,0.3484585770854243,0.025597279123225184,0.07224775034540354,,0.004426086434584821,2.929476367015732e-05,0.0019884944538358135,0.0029027516311696706,0.00596548336150749,1444.188370306686,2861.526420978202,3950.709080596177,4745.648051841298,153.91054621319623,25.2110822046703,../../../dataset/mimii/valve/id_02/normal/00000250.wav,id_02,valve,normal
0.05025105347364108,0.48401027730325996,0.028439913777771626,0.04653884250339661,0.0988730283999348,0.023657049735008383,0.00012643248677068894,0.009961838531402773,0.01943403886043829,0.029885515594208312,1413.002666292052,2693.626482891937,3923.413208020372,4637.465700887667,191.41972951343212,18.543457159376086,../../../dataset/mimii/valve/id_02/normal/00000071.wav,id_02,valve,normal
0.01220295498078656,0.46542296806971234,0.012202954980786553,,,0.011104419014124295,4.51310964502376e-05,0.004554571356189575,,0.01366371406856851,2080.156470861215,2967.689681160887,4076.910443620306,5123.775099310675,246.42542875613276,9.639258176443503,../../../dataset/mimii/valve/id_02/normal/00000648.wav,id_02,valve,normal
0.06978788733997263,0.8835082283864418,0.035754227308272206,0.07231418368264628,,0.005100477380768516,2.331103956410485e-05,0.0014050810663738544,0.003511982786102331,0.004215243199121421,1381.7248463121448,2757.511818804927,3913.3128030497896,4670.721609327421,233.88569416984822,40.6626815473701,../../../dataset/mimii/valve/id_02/normal/00000104.wav,id_02,valve,normal
0.04856206363099057,0.5544938892126083,0.03130201413553139,,,0.023719801230430562,0.00011773020307011037,0.006525720153278073,,0.019577160459834046,1422.874035090326,2844.839782163901,3873.143766297835,4812.518303553864,210.27932342207808,34.61722542837115,../../../dataset/mimii/valve/id_02/normal/00000533.wav,id_02,valve,normal
0.023204211179655636,0.2723241670589362,0.0005135530026210882,,,0.005576718396536514,2.5784690470791456e-05,0.002818866471855161,,0.008456599415565296,1203.6680703684979,2685.118691676051,4027.695941185901,4743.9161744008925,218.81012971441362,23.41902841256116,../../../dataset/mimii/valve/id_02/normal/00000457.wav,id_02,valve,normal
0.040626674503527554,0.36084965004452635,0.030231667315036587,0.00549959054348011,,0.0013356354925081824,9.44899884923755e-06,4.5114691443052576e-05,2.8094445522922056e-06,0.00013534407432918072,1426.7621270774357,2838.6850235727247,3888.7284903706836,4634.548341674305,161.33296624903542,69.16103415700769,../../../dataset/mimii/valve/id_02/normal/00000355.wav,id_02,valve,normal
