localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,f1,f2,f3,f4,f0_mean,f0_std,filename,id_machine,machine_type,label
0.13002616212711057,1.0597412554281098,0.06223114771347868,,,0.0018847425850288568,1.3765464977816822e-05,0.0008346904810779797,,0.0025040714432338594,2527.507518761258,2815.323713656405,4163.518734314748,5218.558477166756,159.58562465097924,62.01381229990813,../../../dataset/mimii/valve/id_06/abnormal/00000071.wav,id_06,valve,abnormal
0.2059697907377149,1.6429802575148642,0.06970530906537227,0.023698170725624804,,0.019661139158113777,0.0001567763994642533,0.004143690530808101,0.00535882285045975,0.012431071592424063,1400.5036863617588,2783.6074097459255,3975.116233463619,5171.073916067982,158.6640814007154,69.3257817815436,../../../dataset/mimii/valve/id_06/abnormal/00000104.wav,id_06,valve,abnormal
0.22122965808355227,1.3396485592238605,0.09958851283040025,0.1067500540176677,,0.005126056405045615,4.5682009276167414e-05,0.0030354258736916807,0.005897805688071111,0.009106277621074969,1337.7832436035878,2214.45501333556,2754.6677740699974,4119.134496955378,115.78025826465955,30.281575146380547,../../../dataset/mimii/valve/id_06/abnormal/00000109.wav,id_06,valve,abnormal
0.08285411318312084,1.1715702153742313,0.05523607545541388,,,0.014957910713443882,6.696992009625602e-05,0.003409166240789548,,0.010227498722368668,124.36036517191174,1402.5828890419577,2802.3406945418374,4121.0857316867705,236.21908242409202,39.77272008560041,../../../dataset/mimii/valve/id_06/abnormal/00000087.wav,id_06,valve,abnormal
0.009532758030924309,0.11603469029068947,,,,0.013948928424600538,6.122752149334706e-05,,,,1431.4116471038637,2805.0152639086045,3942.762778945344,4616.506980287257,241.5109003924394,44.50973022551878,../../../dataset/mimii/valve/id_06/abnormal/00000015.wav,id_06,valve,abnormal
0.03649368056850312,0.42260457295924425,0.02321937102838089,,,0.0030152249183572084,1.8580102257596733e-05,2.0260129359676362e-06,,6.078038808043666e-06,1413.9147935557387,2802.4973287231473,3842.5178162489,5159.398023269288,170.93461480552713,34.44334789133281,../../../dataset/mimii/valve/id_06/abnormal/00000011.wav,id_06,valve,abnormal
0.03966174790593888,0.4755119848228555,0.025209122021317674,0.03068608624955834,,0.007014790154646742,4.8189672707429944e-05,0.002917624180599735,0.004899178939768162,0.008752872541799153,1507.3549366848542,2786.871807931375,3830.525882444711,5127.657268342192,148.165738180902,19.373708235235735,../../../dataset/mimii/valve/id_06/abnormal/00000008.wav,id_06,valve,abnormal
0.009657295931989834,0.11451508849859238,0.0064381972879932236,,,0.005212001305323004,3.298464776040616e-05,0.0033887677184079633,,0.010166303155223889,2572.259274588174,2749.733572677764,3872.028975413792,5215.957714434979,190.43792922068596,58.95497840678284,../../../dataset/mimii/valve/id_06/abnormal/00000016.wav,id_06,valve,abnormal
0.19780332889338315,1.0684691369533539,0.06077020361380432,,,0.0024706807107046868,2.168060613202947e-05,0.00040585302819450626,3.8895019635929885e-06,0.0012175590845836175,1408.301616642165,2001.559770227604,2783.381166679404,4125.449260608878,114.2544265052642,5.771498483295812,../../../dataset/mimii/valve/id_06/abnormal/00000101.wav,id_06,valve,abnormal
0.1640814532809225,1.0366068361327052,0.07192521671041248,,,0.005719028846957892,4.232900022937176e-05,0.0009321119308678642,0.0029317264437044854,0.0027963357926034755,2125.146037789438,2826.0081625560765,4159.879845141019,5211.046101773982,152.44993719424355,57.122039877287705,../../../dataset/mimii/valve/id_06/abnormal/00000083.wav,id_06,valve,abnormal
0.1796134828927099,1.0807433950249106,0.1128830173616681,0.16976390657496154,,0.002284777508004391,1.8201517017764085e-05,0.0011233137989001545,0.001896078383272197,0.0033699413967003965,1207.2863249373606,2823.4070925643837,3977.6393649556603,5176.624909462414,133.34731161339218,38.9018683144263,../../../dataset/mimii/valve/id_06/abnormal/00000065.wav,id_06,valve,abnormal
0.08108156365654105,0.8375830886264642,0.0523866364096708,,,0.006102984732375576,2.594961119655323e-05,0.00028648980572981415,,0.0008594694171894425,1453.3569367430075,2819.6013156930694,3648.4452341363376,4195.457273241152,244.3819850115504,36.0571290283256,../../../dataset/mimii/valve/id_06/abnormal/00000048.wav,id_06,valve,abnormal
0.10296172243536776,1.2121427804231644,,,,0.016543369838318386,0.00011243172819201458,,,,1490.970711492141,2797.326791822147,3946.1990230443375,5225.849491470089,172.03059987082685,52.24928967742606,../../../dataset/mimii/valve/id_06/abnormal/00000058.wav,id_06,valve,abnormal
