FundamentalFrequency,HarmonicstoNoiseRatio,PulsesPerSec,jitter_local,jitter_local-absolute,jitter_rap,jitter_ppq5,jitter_ddp,filename,id_machine,machine_type,label
289.09090909090907,1.006471183196564,171.9,0.11164306849987812,0.0003462597604860676,0.057227857956488985,0.06960286713192226,0.17168357386946695,../../../dataset/mimii/pump/id_02/abnormal/00000071.wav,id_02,pump,abnormal
103.92156862745097,0.8504193163311116,18.8,0.11534456389517386,0.0003918082173188399,0.04525072406565428,0.052066579566738255,0.13575217219696284,../../../dataset/mimii/pump/id_02/abnormal/00000104.wav,id_02,pump,abnormal
324.4897959183673,0.7600793604183455,52.0,0.1164962435719994,0.0004138578837278889,0.05628417433940805,0.06409101050667938,0.16885252301822415,../../../dataset/mimii/pump/id_02/abnormal/00000109.wav,id_02,pump,abnormal
294.4444444444444,0.7843616878410901,78.5,0.12948835414958432,0.0004083348910073159,0.06462787597330899,0.07035081568523827,0.19388362791992697,../../../dataset/mimii/pump/id_02/abnormal/00000087.wav,id_02,pump,abnormal
95.20958083832333,1.0327731568211769,23.5,0.12375399325335526,0.000609982947055314,0.054013359247595275,0.06460518731987908,0.16204007774278584,../../../dataset/mimii/pump/id_02/abnormal/00000015.wav,id_02,pump,abnormal
129.2682926829268,0.9070730467569311,79.1,0.11511190912607575,0.0003807909262864029,0.05666107666719922,0.0710074158157632,0.16998323000159765,../../../dataset/mimii/pump/id_02/abnormal/00000011.wav,id_02,pump,abnormal
86.88524590163932,0.8121579563992009,12.0,0.13894742330303106,0.0008262743384272012,0.05838958671565969,0.05897348258281622,0.17516876014697907,../../../dataset/mimii/pump/id_02/abnormal/00000008.wav,id_02,pump,abnormal
91.11822660098521,1.124392249692668,12.1,0.12130937098846001,0.0008437532186631845,0.04492939666241501,0.06326059050063312,0.134788189987245,../../../dataset/mimii/pump/id_02/abnormal/00000016.wav,id_02,pump,abnormal
111.97183098591547,0.748763215355528,28.6,0.11221961398017219,0.0006639685822218164,0.05190276273022189,0.0649647887324051,0.15570828819066568,../../../dataset/mimii/pump/id_02/abnormal/00000101.wav,id_02,pump,abnormal
397.49999999999994,1.370171434948393,57.1,0.12363353878570063,0.0003571223892087186,0.06067821193904923,0.0669280259030517,0.18203463581714768,../../../dataset/mimii/pump/id_02/abnormal/00000083.wav,id_02,pump,abnormal
95.78313253012047,0.7768892582430003,27.0,0.10287175203452842,0.000888892279743852,0.05312040095682829,0.059612239327550984,0.15936120287048486,../../../dataset/mimii/pump/id_02/abnormal/00000065.wav,id_02,pump,abnormal
93.64606430155209,0.9157859139358344,20.8,0.11061959951637292,0.0010123070112512769,0.05560265141719592,0.0784277006682855,0.16680795425158776,../../../dataset/mimii/pump/id_02/abnormal/00000048.wav,id_02,pump,abnormal
96.65742793791574,0.9523613642221774,47.0,0.11131389892557604,0.0007816668891073155,0.05639627171049551,0.06172589775631977,0.16918881513148654,../../../dataset/mimii/pump/id_02/abnormal/00000058.wav,id_02,pump,abnormal
145.87155963302752,0.6577693924374772,42.3,0.10563189907639292,0.00035394156757131723,0.04794192682992364,0.045368544208606594,0.1438257804897709,../../../dataset/mimii/pump/id_02/abnormal/00000107.wav,id_02,pump,abnormal
397.49999999999994,1.1901635453214698,181.5,0.11497840649440003,0.0003289486232604956,0.05606571925606602,0.07028016026637184,0.16819715776819807,../../../dataset/mimii/pump/id_02/abnormal/00000077.wav,id_02,pump,abnormal
87.86944308744503,0.8483465116817093,25.0,0.11142632552586375,0.0009430308082613739,0.0593227871874923,0.07063230041510776,0.17796836156247692,../../../dataset/mimii/pump/id_02/abnormal/00000022.wav,id_02,pump,abnormal
106.71140939597313,1.4978070160179109,14.0,0.12101516642721534,0.0006503189364661207,0.06290662754643156,0.09197716993321316,0.18871988263929468,../../../dataset/mimii/pump/id_02/abnormal/00000037.wav,id_02,pump,abnormal
378.5714285714285,1.5759735532481165,101.6,0.11837408235666724,0.00034708297044027336,0.059598201787286566,0.06833465807250555,0.1787946053618597,../../../dataset/mimii/pump/id_02/abnormal/00000076.wav,id_02,pump,abnormal
142.60376447876445,0.6718309358917021,41.6,0.11954991542370212,0.0008374537875181052,0.05929087773943972,0.06830149674258051,0.17787263321831914,../../../dataset/mimii/pump/id_02/abnormal/00000005.wav,id_02,pump,abnormal
95.20958083832333,0.667468085508594,27.9,0.11549927545382517,0.0007544963422274663,0.053872564051691246,0.05079156833726564,0.16161769215507374,../../../dataset/mimii/pump/id_02/abnormal/00000060.wav,id_02,pump,abnormal
144.54545454545453,0.6404151122786915,29.8,0.10733698642195813,0.0006520746799808946,0.05173275486223931,0.05913108007825245,0.15519826458671793,../../../dataset/mimii/pump/id_02/abnormal/00000055.wav,id_02,pump,abnormal
96.36363636363636,0.679866586723559,38.0,0.10609541801670894,0.0008603293688526765,0.05307443286762112,0.0580548817535901,0.15922329860286336,../../../dataset/mimii/pump/id_02/abnormal/00000069.wav,id_02,pump,abnormal
80.30303030303028,0.7730031541436237,29.0,0.11772616793966732,0.0010371251684398125,0.05963419304702219,0.06377607290906656,0.17890257914106655,../../../dataset/mimii/pump/id_02/abnormal/00000047.wav,id_02,pump,abnormal
98.14814814814814,0.8021874990478237,31.8,0.11468382787823132,0.0005550923236947909,0.04988593519208098,0.0506389067540108,0.14965780557624295,../../../dataset/mimii/pump/id_02/abnormal/00000000.wav,id_02,pump,abnormal
96.36363636363636,0.5728667972064596,28.3,0.11513705987041077,0.000897698955176017,0.056775917350614005,0.07923467904785218,0.17032775205184203,../../../dataset/mimii/pump/id_02/abnormal/00000067.wav,id_02,pump,abnormal
305.88235294117646,0.4289128477636464,131.5,0.11075628958686073,0.00037830113254530003,0.057493178179033454,0.06718825692353626,0.17247953453710035,../../../dataset/mimii/pump/id_02/abnormal/00000074.wav,id_02,pump,abnormal
182.75862068965515,0.5658616488359851,26.5,0.12252315610377403,0.0006767138909825735,0.06427395178176748,0.069373657271291,0.19282185534530244,../../../dataset/mimii/pump/id_02/abnormal/00000041.wav,id_02,pump,abnormal
144.54545454545453,0.7110429177341974,34.3,0.10913625801520076,0.0005737349075189553,0.05533075867222855,0.05964968287253919,0.16599227601668565,../../../dataset/mimii/pump/id_02/abnormal/00000059.wav,id_02,pump,abnormal
110.03591954022986,0.9962496936951661,26.9,0.11186739978624972,0.0005999200516712169,0.0605213622786897,0.0663407240362374,0.1815640868360691,../../../dataset/mimii/pump/id_02/abnormal/00000029.wav,id_02,pump,abnormal
135.89743589743588,1.1100272938135556,44.6,0.12452302939325825,0.0005764464220762602,0.059259929973974605,0.05807885073407195,0.1777797899219238,../../../dataset/mimii/pump/id_02/abnormal/00000013.wav,id_02,pump,abnormal
274.13793103448273,1.4161347373619482,81.9,0.1197310548692401,0.0004596930057337774,0.0579445359465041,0.0729624464942147,0.1738336078395123,../../../dataset/mimii/pump/id_02/abnormal/00000097.wav,id_02,pump,abnormal
113.57142857142856,0.8666236030442447,31.6,0.11807528409092292,0.0007373075001049966,0.060408038847232774,0.06033135738433929,0.18122411654169832,../../../dataset/mimii/pump/id_02/abnormal/00000035.wav,id_02,pump,abnormal
207.85201640464794,0.7956548979345572,34.2,0.11555296242788446,0.0006264164167383157,0.060224020722091716,0.06991541926232885,0.18067206216627515,../../../dataset/mimii/pump/id_02/abnormal/00000044.wav,id_02,pump,abnormal
227.1428571428571,0.8102694490691901,32.9,0.12150229357800407,0.00040252447128889113,0.06167495782531883,0.06643852615500861,0.18502487347595648,../../../dataset/mimii/pump/id_02/abnormal/00000023.wav,id_02,pump,abnormal
147.2222222222222,0.7152757148877505,38.1,0.12210165223296955,0.0007169597021973383,0.06343631933655983,0.07832491315539417,0.19030895800967948,../../../dataset/mimii/pump/id_02/abnormal/00000050.wav,id_02,pump,abnormal
96.9548243167875,0.668444351438554,16.7,0.1283338152102019,0.0007172283457650256,0.05304244638284847,0.052266654110097316,0.1591273391485454,../../../dataset/mimii/pump/id_02/abnormal/00000024.wav,id_02,pump,abnormal
387.80487804878044,0.8618332711655141,58.9,0.11840641763866769,0.0003147447903996909,0.058512782758826744,0.06383566839448591,0.17553834827648024,../../../dataset/mimii/pump/id_02/abnormal/00000098.wav,id_02,pump,abnormal
