localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,f1,f2,f3,f4,f0_mean,f0_std,filename,id_machine,machine_type,label
None,None,None,None,None,None,None,None,None,None,2537.503367758094,2882.0537240861136,4169.912810017543,5348.480464896152,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000071.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,1380.6621100643006,2592.8412420656923,3399.2627806018136,4288.959918529514,269.2778112375021,1.8226571637847258,../../../dataset/mimii/pump/id_04/abnormal/00000087.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2227.5174348665723,3295.978224943256,3500.0685851205913,4609.339801023869,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000015.wav,id_04,pump,abnormal
0.015687706836674854,0.11184810660779476,None,None,None,0.0008985383557763712,1.3609620092319002e-05,None,None,None,1733.7110528744172,2528.857198956763,3585.3979046431264,4625.465526828732,66.02555807502024,0.46300738603397507,../../../dataset/mimii/pump/id_04/abnormal/00000011.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2278.1193163143303,3486.6351375876066,3623.0365481185436,4627.2036930202585,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000008.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,1508.6440964454532,2529.5310385770076,3544.582840514287,4561.915233997685,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000016.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,1376.3879425926366,2662.059352239919,3435.6790509436923,4301.1510009160875,269.1523939501391,6.660869993194967,../../../dataset/mimii/pump/id_04/abnormal/00000083.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2054.7200134119357,3104.2594398225,3785.8165954403908,4758.969382689494,264.5735988558093,0.0,../../../dataset/mimii/pump/id_04/abnormal/00000065.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,1732.2937352670626,2445.7446270542646,3574.080074954035,4573.65270144937,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000048.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2130.251025608551,3152.9776066296367,3752.9736025627244,4898.170871952974,222.9478111209618,10.139911547570392,../../../dataset/mimii/pump/id_04/abnormal/00000058.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2404.7441864165976,2918.609017194586,4175.50868169222,5382.929482118022,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000077.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,1653.6691415075268,2638.741679860542,3646.351071749603,4613.5137876748095,237.98373808813128,17.900982894274676,../../../dataset/mimii/pump/id_04/abnormal/00000022.wav,id_04,pump,abnormal
0.0,0.0,None,None,None,0.01065853639541468,4.3834083999341744e-05,None,None,None,2429.6585869416995,2963.034920489067,3632.3678535667327,4618.814413611074,243.30164671319523,5.918132244944363,../../../dataset/mimii/pump/id_04/abnormal/00000037.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,1358.8818567596793,2507.262398524812,2917.251466892188,4186.506951352312,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000076.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2257.1560902949404,3447.3606316064784,3513.90450639992,4554.299541349548,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000005.wav,id_04,pump,abnormal
0.05816355645388912,0.43038957017032725,0.04819027633213194,0.08741971803736054,None,0.003549339368520292,3.764550788436617e-05,0.0017044291430176675,0.0024565970212105806,0.005113287429053067,2114.4967974441847,3197.3128112351396,3675.143763531202,4703.449593612562,130.93228454123565,70.53124484118561,../../../dataset/mimii/pump/id_04/abnormal/00000060.wav,id_04,pump,abnormal
0.2141731192408253,1.6364555060863495,None,None,None,0.0009375373869735034,4.657875537441951e-06,None,None,None,2141.1995771025413,3203.026753127327,3664.050228103421,4762.500114011794,204.39379949610162,23.906220969626528,../../../dataset/mimii/pump/id_04/abnormal/00000055.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,0.0,1088.1688115591385,2259.497478885353,3211.502970514484,202.41127908215682,50.287915449848164,../../../dataset/mimii/pump/id_04/abnormal/00000069.wav,id_04,pump,abnormal
0.03485006348117589,0.313504019092458,0.014384422175116224,None,None,0.002694121270997621,1.738438670515436e-05,0.0035858294679832078,None,0.010757488403949758,1752.162276081187,2536.6650598318565,3555.094701143518,4516.860275047844,154.98601792168301,1.3934477133023004,../../../dataset/mimii/pump/id_04/abnormal/00000047.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2220.5064866967105,3178.48091088541,3552.4475071678785,4506.798989837438,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000000.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,1036.5562793434574,2035.677027669011,3039.8793989150013,3971.3684726204283,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000067.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2560.2169864348148,2843.90105296541,4168.4112959072245,5436.861406363514,260.0759519297858,0.0,../../../dataset/mimii/pump/id_04/abnormal/00000074.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2410.4454890923735,3190.9271717253605,3585.4114003516133,4573.354210001767,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000041.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2158.199919281554,3222.0999986851434,3950.223141897454,4855.742419543665,223.5219683444568,12.487687480484416,../../../dataset/mimii/pump/id_04/abnormal/00000059.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2382.198980988065,3028.467534305131,3590.490403404321,4644.582815230701,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000029.wav,id_04,pump,abnormal
None,None,None,None,None,None,None,None,None,None,2208.839709894571,2688.3125208562224,3582.187509991632,4629.050224837945,nan,nan,../../../dataset/mimii/pump/id_04/abnormal/00000013.wav,id_04,pump,abnormal
