filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,9.209773,5.477355,5.861594,8.121828,32.88819,18.15837,22.02786,29.61321,43.298,4.592131,26.54774,74.95628,4.040381,-18.73042,5.916146,0.0405736,valve,id_02,normal
00000001.wav,9.131003,5.390011,5.923105,8.846633,33.81813,19.43459,22.6217,27.90458,38.45179,4.220741,21.874,74.12856,4.08213,-24.42412,5.903931,0.03297278,valve,id_02,normal
00000002.wav,9.5745,5.745169,6.137555,9.000809,33.65801,19.03627,24.5842,31.12267,41.71621,4.170928,29.05145,74.30872,3.99317,-19.62545,5.890335,0.03919142,valve,id_02,normal
00000003.wav,6.557528,3.940467,4.003072,4.625102,28.56625,15.72342,19.90732,25.58197,38.63488,2.029652,3.171552,79.09659,3.413463,-25.23528,6.202525,0.03180884,valve,id_02,normal
00000004.wav,4.162472,2.471629,2.85649,5.918295,29.27114,16.18669,20.72663,28.02609,37.2011,3.256846,13.71429,76.04762,3.27933,-20.29375,7.163425,0.03642036,valve,id_02,normal
00000005.wav,9.422386,5.650781,6.152127,10.39422,39.22821,21.69767,28.98969,36.79144,48.01865,5.131333,36.18447,73.27552,3.907616,-23.20666,5.732646,0.03455508,valve,id_02,normal
00000006.wav,6.739698,4.066464,4.258844,4.580304,29.01815,16.72507,19.24338,24.86793,37.36279,0.8015735,2.646421,79.82646,2.432564,-23.04132,6.198768,0.03419963,valve,id_02,normal
00000007.wav,7.666849,4.49007,4.902559,9.611019,46.33812,25.65401,34.20103,42.55269,52.78685,7.35693,35.98901,65.93407,4.019155,-24.75371,8.655068,0.02993225,valve,id_02,normal
00000008.wav,8.669695,5.073995,5.706075,7.545033,34.66576,19.1243,25.54051,33.81566,50.15978,5.254567,37.1567,72.10555,3.569089,-22.10001,7.051005,0.03430413,valve,id_02,normal
00000009.wav,4.292071,2.523069,2.753537,4.127469,30.90966,17.1792,21.75139,29.51587,40.94123,1.950962,15.97534,74.21525,3.288066,-11.38561,5.874803,0.05793605,valve,id_02,normal
00000010.wav,9.015056,5.348564,5.732212,9.380756,33.99525,18.57149,23.94289,30.85049,39.63497,5.021833,28.56052,73.88316,4.014897,-18.2792,5.734695,0.04164257,valve,id_02,normal
00000011.wav,9.201426,5.549571,5.91757,9.057253,41.29092,22.41044,29.19709,37.6738,50.82902,4.163474,36.99871,72.31565,3.803095,-18.01915,6.483093,0.04081258,valve,id_02,normal
00000012.wav,9.525547,5.710633,6.09166,9.228518,35.30853,20.36771,24.44483,29.44793,36.02717,4.117081,23.4474,75.8872,4.138039,-17.06419,5.68455,0.04395848,valve,id_02,normal
00000013.wav,7.987926,4.686796,5.050786,8.534111,33.13639,18.32052,23.16883,29.79627,40.18595,5.518843,23.33333,74.03922,3.982443,-18.95431,5.50518,0.04088392,valve,id_02,normal
00000014.wav,8.087352,4.808309,5.079135,7.629492,35.04297,19.47773,24.91807,31.90833,43.41431,3.623681,24.97078,73.97741,3.757442,-21.01711,5.707533,0.03741865,valve,id_02,normal
