filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,9.459472,5.490231,6.207549,10.58961,44.05399,23.63951,32.1945,43.78694,63.2199,4.485045,40.34451,69.26564,4.046029,-17.99423,5.917086,0.04182121,valve,id_00,normal
00000001.wav,7.799159,4.533827,4.908986,8.596059,37.93894,20.7313,28.81262,37.94652,54.32468,4.127647,27.05832,72.29846,3.78351,-22.40755,5.876723,0.03535534,valve,id_00,normal
00000002.wav,3.789681,2.265957,2.46546,5.292799,34.98505,18.39997,26.25197,36.72267,54.22001,3.107417,9.475983,76.50655,3.176973,-26.38295,5.674363,0.03119413,valve,id_00,normal
00000003.wav,8.838031,5.20225,5.625896,7.57888,39.229,21.31009,28.74369,37.75634,55.26449,4.199265,26.35999,73.27492,4.049021,-21.19109,5.720771,0.03715834,valve,id_00,normal
00000004.wav,10.17561,6.144744,6.651408,9.20202,45.01081,24.68712,32.63267,42.24594,61.48971,4.76479,27.94253,76.15408,4.154107,-19.46505,5.910741,0.03940764,valve,id_00,normal
00000005.wav,3.910341,2.300265,2.547738,4.216138,43.88829,24.65218,33.58866,43.89828,58.52639,1.917386,21.23894,74.11504,3.028908,-8.790987,5.067954,0.07215558,valve,id_00,normal
00000006.wav,8.502445,4.958065,5.694318,9.010159,37.36781,20.22328,28.76296,38.33242,56.58483,6.404337,16.63171,73.05963,4.319864,-23.60189,6.140871,0.03362162,valve,id_00,normal
00000007.wav,9.131466,5.454713,5.909066,9.526691,45.61651,24.30387,34.23938,46.05337,67.33034,6.048212,29.6536,73.12524,3.980389,-23.4892,6.679219,0.03314725,valve,id_00,normal
00000008.wav,8.803822,5.174572,5.571803,8.079135,39.65967,21.50511,29.73937,38.90492,55.02214,4.947722,25.72054,73.73221,4.071367,-20.33581,5.53615,0.03865189,valve,id_00,normal
00000009.wav,8.044398,4.715109,5.174798,8.187796,34.69919,18.74455,25.95784,34.39235,47.90569,5.651737,9.187279,75.07475,4.247587,-26.69565,5.914553,0.03066525,valve,id_00,normal
00000010.wav,5.315082,3.160903,3.327165,4.781416,33.08449,17.75673,24.26586,33.92695,47.34213,2.66943,3.50623,78.9916,3.787937,-25.66015,5.696067,0.03189161,valve,id_00,normal
00000011.wav,4.396883,2.583674,2.753169,4.673673,41.46652,22.81885,30.8383,42.08007,57.12347,2.324366,18.72366,73.57014,3.311886,-19.32417,5.001511,0.04110882,valve,id_00,normal
00000012.wav,9.084125,5.351111,5.862037,8.566966,38.3125,20.59517,28.95705,37.7528,54.01271,5.285829,21.03263,74.2477,4.188569,-19.49907,5.483126,0.04002851,valve,id_00,normal
00000013.wav,6.1957,3.732154,3.828365,4.32134,31.95681,16.72177,23.43775,32.21301,47.97953,1.430467,3.020469,80.45432,3.109043,-23.53931,5.483043,0.0344562,valve,id_00,normal
00000014.wav,8.822084,5.241458,5.660336,8.062396,39.35171,21.6477,28.50426,37.00595,53.44847,5.166112,16.12526,76.09014,4.261728,-22.0838,6.083998,0.03550153,valve,id_00,normal
00000015.wav,3.856812,2.299586,2.572708,5.138823,36.43906,19.70671,28.11109,38.82654,56.36289,3.244273,9.078831,76.35075,3.228051,-21.53356,5.956363,0.03637697,valve,id_00,normal
00000016.wav,4.244421,2.528999,2.758429,4.718567,38.81121,21.51807,29.08913,38.50085,54.60079,1.753806,8.277027,77.95608,2.944556,-23.90679,6.158174,0.0332613,valve,id_00,normal
00000017.wav,9.124487,5.410452,5.793988,9.828529,39.35689,21.33046,30.14807,40.87253,59.25796,4.571974,36.11473,73.05519,3.902345,-18.22036,5.554128,0.04206189,valve,id_00,normal
00000018.wav,8.193773,4.775405,5.270099,8.982347,36.70182,19.66563,27.65553,35.96561,54.56836,5.679942,21.2963,71.61681,4.045315,-25.89159,7.164356,0.03025174,valve,id_00,normal
00000019.wav,4.443723,2.711517,3.001959,6.626801,40.02225,22.28755,31.50323,42.54417,59.73878,2.845021,18.53965,77.18197,3.185845,-25.60615,5.859338,0.03178085,valve,id_00,normal
00000020.wav,2.590284,1.558447,1.751733,4.68993,42.77307,22.67251,31.46183,43.87578,52.15665,2.109271,10.12579,75.4717,3.010437,-23.4331,6.451707,0.03346182,valve,id_00,normal
00000021.wav,3.905887,2.330597,2.568947,4.366773,41.9195,23.58802,32.8695,44.1917,59.99501,1.733175,17.98246,76.19048,3.252719,-14.64784,4.984988,0.05093509,valve,id_00,normal
