filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,8.077734,4.747599,5.242791,7.110101,26.07132,14.97609,16.90046,17.9776,19.58087,3.984772,15.29486,74.89751,3.826814,-11.5899,5.547822,0.05835081,pump,id_02,normal
00000001.wav,8.127427,4.836098,5.174737,7.551194,24.64426,14.11566,15.96028,17.05744,19.31145,4.123141,22.29175,75.04889,3.701966,-11.92753,5.470955,0.05747626,pump,id_02,normal
00000002.wav,8.582741,5.059193,5.496734,6.900714,24.55624,14.04671,15.87746,16.96444,18.65114,3.200032,19.78927,75.46921,3.851864,-13.34604,5.607507,0.05276059,pump,id_02,normal
00000003.wav,7.184512,4.279137,4.603132,5.970203,21.33221,12.25623,13.78402,14.98958,16.59619,2.714397,24.80469,74.70703,3.271426,-17.6739,6.618421,0.04116527,pump,id_02,normal
00000004.wav,8.039037,4.738116,5.090977,7.227839,22.9706,13.15277,14.62769,16.1056,17.77028,4.205259,24.21434,74.61724,3.68858,-18.64386,5.327221,0.04171694,pump,id_02,normal
00000005.wav,6.834256,4.037902,4.307732,5.606217,19.11307,10.89077,12.25083,13.60712,15.40093,2.104388,37.18104,73.99757,3.173873,-10.33777,5.229771,0.06423621,pump,id_02,normal
00000006.wav,6.271991,3.737242,4.001199,5.349763,21.08292,12.08421,13.42993,14.62432,16.67015,2.80217,16.00491,77.15923,3.196075,-15.6956,5.716457,0.04670267,pump,id_02,normal
00000007.wav,8.305285,4.83517,5.306244,7.846472,26.42347,15.22225,17.0926,18.59335,20.76424,5.057896,12.76783,73.08483,4.025935,-17.97023,5.666524,0.04230699,pump,id_02,normal
00000008.wav,8.396479,4.933935,5.443953,7.307294,25.22249,14.28396,16.48244,17.88969,19.85196,3.266075,17.66409,74.51737,3.787492,-12.63525,5.526044,0.05506215,pump,id_02,normal
00000009.wav,8.087822,4.761905,5.052001,6.81099,25.63255,14.59866,16.4467,18.01212,20.92779,3.701562,16.47332,75.43918,3.735878,-18.27868,5.612047,0.04185725,pump,id_02,normal
00000010.wav,8.058478,4.758049,5.112533,6.646187,23.09386,12.99359,15.10372,16.43224,18.03825,3.990939,16.90095,76.00523,3.853065,-15.8907,5.922636,0.04584352,pump,id_02,normal
00000011.wav,8.37772,4.900072,5.316037,7.724165,25.22701,14.41378,16.39781,17.58935,19.42626,4.433931,17.02464,73.40493,3.875172,-17.91707,5.48434,0.04273247,pump,id_02,normal
00000012.wav,5.059287,3.095322,3.299148,3.412254,16.02567,9.060221,10.04677,11.37235,12.63665,0.6092798,46.59207,76.39878,2.263765,-11.3569,5.127881,0.060662,pump,id_02,normal
00000013.wav,7.745861,4.576066,5.027452,6.307167,24.25572,13.71184,15.9102,16.79815,18.22008,2.875768,11.2098,74.82389,3.65157,-18.16362,5.519735,0.04222376,pump,id_02,normal
00000014.wav,8.421949,4.939038,5.363421,7.358939,24.67895,14.08157,16.05642,17.18246,18.90877,4.133631,16.50144,74.54429,3.882092,-18.00852,5.266581,0.04296438,pump,id_02,normal
00000015.wav,8.122754,4.7907,5.157769,7.416618,24.90554,14.18885,16.00186,17.09532,18.99074,4.361406,14.696,75.1604,3.940935,-13.47392,6.098353,0.0510927,pump,id_02,normal
00000016.wav,8.321443,4.9102,5.323777,7.260651,24.05645,13.66316,15.61531,16.85249,19.07132,3.784863,20.05393,73.84564,3.791417,-12.94581,5.276884,0.05487664,pump,id_02,normal
00000017.wav,7.737778,4.529616,4.937872,7.920049,24.00531,13.67118,15.51819,16.54643,18.581,5.177461,15.29221,73.99351,3.988177,-10.41919,5.302358,0.06360699,pump,id_02,normal
00000018.wav,5.709652,3.343969,3.615813,4.730839,22.3007,12.75886,14.31902,15.74951,18.2315,2.629588,4.253447,76.12203,3.128454,-22.46582,5.296704,0.03601978,pump,id_02,normal
00000019.wav,7.949775,4.645906,5.071484,7.711195,23.89841,13.62196,15.49029,16.84665,19.15297,4.757538,15.70275,73.37641,3.979831,-12.68512,5.546777,0.05484894,pump,id_02,normal
