filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,5.391274,3.198492,3.520725,6.428699,19.03903,10.59832,12.4918,14.36505,19.14342,4.078131,8.358922,75.84442,3.458611,-23.16437,5.900077,0.0344063,slider,id_04,normal
00000001.wav,7.889995,4.677648,5.081753,7.666902,21.16096,11.71295,13.65921,16.04396,20.3165,4.241825,11.8958,75.57164,4.164926,-21.04135,5.869813,0.0371593,slider,id_04,normal
00000002.wav,8.152747,4.864218,5.280963,8.153407,20.88357,11.67526,13.56928,15.69171,19.48244,5.824494,14.82219,75.02134,4.301101,-19.7829,5.907179,0.03892553,slider,id_04,normal
00000003.wav,8.54913,5.083364,5.461631,8.037684,22.79655,12.73529,14.72055,17.0688,21.58838,5.276131,18.45638,74.03905,4.265076,-19.08532,5.866369,0.04007744,slider,id_04,normal
00000004.wav,5.45133,3.220373,3.529418,6.12035,19.37929,10.70463,12.42404,14.27691,18.72915,3.154204,10.21113,75.23992,3.429943,-20.92707,6.300422,0.03672758,slider,id_04,normal
00000005.wav,8.088211,4.82718,5.381928,7.586563,22.92056,12.77504,14.74553,16.99532,22.20954,3.663599,9.371933,75.17174,4.219178,-22.95481,5.824192,0.03474756,slider,id_04,normal
00000006.wav,8.130111,4.863132,5.296284,8.469294,21.1536,11.7474,13.82236,16.07475,19.80357,5.094346,13.10984,75.79722,4.295581,-19.66023,5.522828,0.03970923,slider,id_04,normal
00000007.wav,7.039004,4.143436,4.531242,6.8972,19.61966,10.85695,12.82413,14.99341,19.6836,4.222152,8.210227,75.25568,3.881762,-23.91425,6.545615,0.03283009,slider,id_04,normal
00000008.wav,5.374785,3.191853,3.502708,6.11997,18.82776,10.29639,12.26725,14.73742,19.46205,4.037792,6.221937,75.75369,3.53318,-22.96035,6.481457,0.03396531,slider,id_04,normal
00000009.wav,5.736109,3.394103,3.654416,4.997149,19.22461,10.71097,12.40119,14.72972,18.29218,3.203007,3.658204,76.46738,3.423452,-24.79621,6.954047,0.0314958,slider,id_04,normal
00000010.wav,8.250574,4.887866,5.467647,8.267184,21.35629,11.93418,13.9161,16.255,20.45288,5.346192,16.72556,73.20377,4.281266,-19.61165,5.587201,0.03968436,slider,id_04,normal
00000011.wav,8.02629,4.734264,5.306223,8.401059,21.67216,12.08999,14.11153,16.31308,19.79509,5.305292,10.81933,74.08088,4.425139,-22.35775,6.370019,0.03480953,slider,id_04,normal
00000012.wav,5.535619,3.280687,3.558433,4.513448,18.52222,10.20749,12.03897,14.09411,18.31973,2.546437,3.041039,77.62031,3.562709,-25.65957,6.175149,0.03141225,slider,id_04,normal
00000013.wav,8.103373,4.81588,5.41617,9.334093,23.45538,12.94986,15.4484,17.886,22.27825,5.646699,17.02374,71.685,4.415093,-23.00682,5.895215,0.03459964,slider,id_04,normal
00000014.wav,6.581934,3.913057,4.275936,6.529844,20.81404,11.59634,13.37364,15.45149,19.73211,3.384973,4.895666,75.8962,3.909834,-21.9871,6.314582,0.03533359,slider,id_04,normal
00000015.wav,8.764889,5.252637,5.707802,9.515029,22.09035,12.36433,14.19597,16.59799,21.11503,5.775007,19.4436,74.0248,4.409878,-19.56905,5.955187,0.03917846,slider,id_04,normal
00000016.wav,5.770711,3.420496,3.645065,4.276791,19.51823,10.95435,12.43319,14.71645,19.31093,2.159554,3.199086,78.29192,3.363019,-26.18568,6.190006,0.03088738,slider,id_04,normal
