filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,8.683898,5.106668,5.561316,9.169825,32.9196,18.07082,24.31938,30.72282,45.53649,6.680351,21.83639,72.92154,4.102531,-23.15561,5.625522,0.03474498,valve,id_04,normal
00000001.wav,8.358352,4.93944,5.392531,8.013244,35.13708,19.62229,27.2082,34.60246,47.05389,4.075007,18.57054,75.2809,4.081145,-26.43399,6.208399,0.03063501,valve,id_04,normal
00000002.wav,8.501605,5.011101,5.376697,9.246703,33.72085,18.72706,25.72027,32.79675,45.04102,4.850557,18.95148,73.98242,4.157772,-26.93226,7.243927,0.02926014,valve,id_04,normal
00000003.wav,8.635887,5.133445,5.619786,9.109177,37.87415,20.96161,28.78413,37.1682,47.79125,4.508619,19.33292,74.36689,4.14547,-27.15519,6.79896,0.02945148,valve,id_04,normal
00000004.wav,6.877816,4.108751,4.210818,6.187796,31.42828,17.34328,23.60297,31.36556,43.07917,2.894515,12.49169,76.97674,3.790787,-25.33012,6.16427,0.03175169,valve,id_04,normal
00000005.wav,8.856575,5.254662,5.741867,7.732729,37.09664,20.74084,29.0625,37.72226,50.04355,4.573082,24.28094,74.41472,3.991578,-21.96607,6.187035,0.03552006,valve,id_04,normal
00000006.wav,6.757195,3.982004,4.319353,5.627587,30.32592,16.69621,23.33463,30.47614,42.53278,3.724221,11.30973,75.76487,3.64578,-27.61785,5.644607,0.03006393,valve,id_04,normal
00000007.wav,8.101699,4.758367,5.401706,8.753545,35.21597,19.33936,26.44751,34.49111,46.373,4.450889,14.37928,72.75975,4.151708,-27.24266,5.900519,0.03017212,valve,id_04,normal
00000008.wav,4.077249,2.41956,2.667236,6.080778,32.9333,18.32762,25.76443,33.59433,45.36249,2.720254,11.68831,75.75758,3.114659,-23.71528,7.059433,0.03249421,valve,id_04,normal
00000009.wav,8.341218,4.90825,5.435111,8.545073,35.84552,19.71121,27.16245,35.40615,48.75367,4.440759,17.35719,73.97991,4.138006,-23.87239,5.854779,0.03363926,valve,id_04,normal
00000010.wav,8.24782,4.826721,5.36903,7.797231,34.4795,19.47319,26.3483,34.21074,45.81863,4.355539,21.61974,71.63712,4.010147,-24.22686,5.077209,0.03412496,valve,id_04,normal
00000011.wav,8.086473,4.706807,5.162596,8.035865,30.47241,16.76945,22.71808,29.65257,40.38345,5.269401,13.38988,74.06846,4.16982,-23.2738,6.119696,0.03402113,valve,id_04,normal
