filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,8.132691,4.756594,5.306473,8.293063,19.85482,10.95457,12.78362,15.27814,20.35622,5.155706,19.22568,71.77366,4.18364,-17.92339,5.136995,0.04336441,slider,id_04,abnormal
00000001.wav,6.199628,3.603313,4.03532,7.300927,17.54669,9.640092,11.4919,13.63379,20.047,4.814921,14.56954,69.3806,3.844101,-20.25054,6.732664,0.03706009,slider,id_04,abnormal
00000002.wav,8.227578,4.815414,5.47881,8.851374,19.52772,10.93316,12.62735,14.44887,20.62422,6.063433,15.89327,69.48956,4.291717,-19.9817,5.948823,0.03856459,slider,id_04,abnormal
00000003.wav,8.300021,4.92744,5.392966,9.411186,20.87869,11.60597,13.36596,15.69854,23.35095,6.018492,23.61063,71.00449,4.104156,-18.18435,6.416949,0.04064825,slider,id_04,abnormal
00000004.wav,4.034828,2.390953,2.6509,5.268521,17.08752,9.329546,10.88698,13.21614,20.05275,3.166359,11.9477,71.86655,3.225495,-21.05315,6.498163,0.03629591,slider,id_04,abnormal
00000005.wav,8.311763,4.855209,5.497522,9.196795,19.92363,11.06769,12.72468,14.94333,21.21328,5.364751,18.32133,72.09521,4.273455,-17.6968,5.437806,0.04322528,slider,id_04,abnormal
00000006.wav,4.096605,2.434317,2.736098,5.617541,16.37841,8.898683,10.51317,12.58385,19.82062,2.5079,14.41048,69.04415,3.238346,-20.07906,5.934511,0.03844147,slider,id_04,abnormal
00000007.wav,6.06725,3.616736,3.826974,5.388398,19.09826,10.68437,12.11212,14.30084,20.26635,3.098178,3.447375,77.38313,3.975779,-19.57582,6.285281,0.03866811,slider,id_04,abnormal
00000008.wav,7.529834,4.433657,5.023142,7.718237,17.8322,9.784744,11.46002,13.3433,18.81367,4.708861,14.19275,68.9185,4.192906,-16.14648,5.660374,0.04585715,slider,id_04,abnormal
00000009.wav,6.531371,3.892921,4.142957,6.216672,20.26396,11.19484,13.06742,15.08258,22.30446,3.930821,4.864454,76.03243,3.225571,-16.68862,5.975878,0.04412187,slider,id_04,abnormal
00000010.wav,6.907949,4.014751,4.529993,8.618977,17.32535,9.653472,11.08996,12.77936,17.36217,5.919103,10.98935,69.46728,4.196812,-20.17285,6.972274,0.03683902,slider,id_04,abnormal
00000011.wav,8.436837,4.958012,5.435208,8.23879,20.96293,11.59307,13.70944,16.62852,25.13945,5.214135,24.25009,72.20817,4.133642,-18.98731,6.665552,0.03898201,slider,id_04,abnormal
00000012.wav,7.227916,4.220072,4.771442,7.997336,17.071,9.53392,10.80395,12.7111,17.53784,4.834848,19.84097,70.42787,3.900206,-16.73099,5.914264,0.04415936,slider,id_04,abnormal
00000013.wav,7.789299,4.490697,5.073764,8.729509,19.6586,10.72267,12.67794,15.16522,23.17698,7.05078,15.12472,70.63467,4.24978,-18.79928,6.216796,0.0399743,slider,id_04,abnormal
00000014.wav,7.613875,4.491144,5.023231,7.656752,19.04105,10.51413,12.29693,14.31596,20.74332,4.470474,16.14867,69.84941,4.125374,-16.65181,5.928517,0.04428634,slider,id_04,abnormal
00000015.wav,8.099237,4.686098,5.398714,8.898336,19.57427,10.8109,12.92256,14.92663,22.09341,4.13011,31.01436,69.47935,3.812906,-14.2908,5.75335,0.04988987,slider,id_04,abnormal
