filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,0.4531474,0.2797579,0.3329096,0.4081013,9.891912,5.583984,6.486681,6.706643,7.267222,0.8373092,0.0685401,56.54558,2.402336,-17.20676,4.279711,0.04654092,pump,id_04,normal
00000001.wav,0.4872375,0.3196181,0.3875869,0.3864447,13.87694,7.848959,9.627323,9.075606,9.405596,0.2401264,0.06901311,64.32022,1.912015,-20.61851,5.378162,0.03846646,pump,id_04,normal
00000002.wav,0.2279655,0.149184,0.2023144,0.9007186,9.553322,5.593403,6.050296,6.418544,6.833193,0.4529799,0.3472222,31.16319,1.654542,-20.84628,4.943493,0.03877506,pump,id_04,normal
00000003.wav,0.5935929,0.3765857,0.4422562,0.6587254,12.49542,7.1325,8.344461,8.075342,8.476174,0.3976737,0.4264392,55.57925,2.280638,-17.4449,4.274744,0.04604128,pump,id_04,normal
00000004.wav,0.3706952,0.2356143,0.2901813,0.7542227,9.336717,5.382136,6.000546,6.387321,7.007557,0.3764648,0.3663004,45.56777,2.039298,-22.10353,6.185205,0.03534976,pump,id_04,normal
00000005.wav,0.4369431,0.2795937,0.3160268,0.3703756,9.476389,5.472464,6.05917,6.442231,6.945661,0.5110809,0.0,58.31044,2.217216,-21.1398,6.035406,0.03679825,pump,id_04,normal
00000006.wav,0.4195722,0.2765819,0.3698034,1.462853,10.02278,5.772503,6.574429,6.734792,7.366134,0.3815608,1.04712,30.89005,1.99988,-21.41994,5.34014,0.0373691,pump,id_04,normal
00000007.wav,0.3400555,0.2216379,0.2679649,0.2968861,10.32464,5.768722,6.952957,7.447616,8.210863,0.6568374,0.0,52.68966,2.357269,-23.08041,5.52042,0.03496402,pump,id_04,normal
00000008.wav,0.6172646,0.3721035,0.4905127,1.635589,11.52754,6.555581,7.615455,7.643407,8.422988,0.7712124,1.43136,48.40599,2.218488,-22.42008,5.449596,0.03588129,pump,id_04,normal
00000009.wav,0.4401156,0.2906894,0.3491843,0.3646092,12.05501,6.791349,8.105072,8.183729,8.571178,0.6472073,0.0,56.82759,2.400165,-20.89922,5.273503,0.03820772,pump,id_04,normal
00000010.wav,0.1397921,0.09266621,0.139484,0.8862567,8.890236,5.305221,5.307627,5.842826,6.356252,0.2174318,0.6362672,10.81654,1.537774,-26.67616,6.222506,0.03039637,pump,id_04,normal
00000011.wav,0.6687463,0.4262803,0.4755652,1.403113,12.57843,7.258816,8.0041,8.534297,8.761871,0.88663,0.5215124,66.10169,2.479365,-21.57004,4.80707,0.03791165,pump,id_04,normal
