filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,7.094,4.067549,4.494823,7.032441,19.91903,11.19321,13.08011,15.51535,17.8457,5.061312,6.67062,73.91047,4.219405,-24.51486,6.091377,0.03267308,valve,id_00,abnormal
00000001.wav,9.606269,5.777286,6.240129,8.374192,31.59182,17.66723,21.04459,25.7247,30.81399,5.222836,14.49719,76.41654,4.31523,-20.97481,6.098636,0.03693657,valve,id_00,abnormal
00000002.wav,3.989074,2.48113,2.684088,3.542967,23.72629,12.9952,16.35724,20.39978,25.7493,2.064773,11.68296,78.12661,3.037874,-23.1203,6.289346,0.03400245,valve,id_00,abnormal
00000003.wav,7.136836,4.084523,4.480331,7.429892,20.81385,11.76409,13.85939,16.50854,18.59224,4.299545,11.56716,72.82904,4.063361,-19.05274,5.020991,0.04153905,valve,id_00,abnormal
00000004.wav,9.273541,5.487349,6.124453,8.689805,29.08452,16.13119,19.01739,22.98138,27.47606,5.392913,15.13514,74.48649,4.306606,-19.21272,5.547979,0.04038658,valve,id_00,abnormal
00000005.wav,9.101471,5.345941,6.070674,7.816193,31.39316,17.31972,21.01629,25.93758,32.08073,3.664016,41.20151,71.7597,3.652334,-13.83824,6.225209,0.04984189,valve,id_00,abnormal
00000006.wav,9.141685,5.43916,5.970273,8.09113,29.00976,16.26715,19.4131,23.8223,26.9529,4.746,24.58527,74.55209,4.06155,-11.36868,6.260099,0.05672541,valve,id_00,abnormal
00000007.wav,9.018997,5.330404,5.908097,8.84199,29.52505,16.6964,19.38538,23.9263,28.51918,5.209934,22.90227,73.47812,4.150686,-18.36629,5.929085,0.0411601,valve,id_00,abnormal
00000008.wav,3.68946,2.243743,2.553925,4.191385,22.42543,12.24073,15.62059,20.51286,26.44047,1.683557,19.91342,74.27335,2.727728,-19.93786,5.46674,0.03936295,valve,id_00,abnormal
00000009.wav,9.185497,5.451361,5.889611,8.760691,28.24039,15.89509,18.92383,23.67422,28.7925,4.116093,36.15561,72.44851,3.799629,-14.74056,5.534521,0.04932162,valve,id_00,abnormal
00000010.wav,9.052578,5.324539,5.785102,7.493115,29.39269,16.55792,19.38039,23.74726,28.40844,4.127806,25.87291,73.46369,3.944975,-12.51042,5.054018,0.05693321,valve,id_00,abnormal
00000011.wav,2.873876,1.745156,1.969557,2.674445,22.71191,12.02251,16.11931,21.15599,26.4765,0.7719583,16.01615,73.68775,2.401794,-16.36306,4.900688,0.04702841,valve,id_00,abnormal
00000012.wav,7.372063,4.404662,4.675654,5.588953,25.82418,14.67858,18.39316,23.7767,33.72446,1.577585,6.057572,77.597,3.249737,-32.44205,6.748004,0.02551668,valve,id_00,abnormal
00000013.wav,9.680507,5.785024,6.4124,8.814413,31.04427,17.63318,20.83407,25.00588,29.45958,5.49178,18.29764,75.57604,4.311481,-16.75831,5.70962,0.04450788,valve,id_00,abnormal
00000014.wav,10.05642,6.049977,6.820068,9.060875,34.41094,19.21936,23.38659,29.14227,36.15876,4.128052,34.34661,74.00419,3.980479,-15.38824,5.212447,0.04854207,valve,id_00,abnormal
00000015.wav,8.264215,4.905463,5.270781,7.063008,28.09893,15.76546,18.71145,21.97088,25.57301,4.059362,11.88525,76.31148,4.25887,-19.78916,5.549217,0.03946582,valve,id_00,abnormal
