filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,6.719932,4.16476,4.606274,6.26112,36.29259,21.5467,22.23574,23.18708,24.11097,3.937008,17.30532,71.29172,3.813904,-11.45415,5.819394,0.05789201,fan,id_00,abnormal
00000001.wav,5.756557,3.588462,4.188044,5.306052,40.07117,23.69394,24.83428,25.98449,26.50146,3.636739,12.60101,63.96465,4.037858,-12.57201,5.762319,0.05454249,fan,id_00,abnormal
00000002.wav,5.955798,3.691513,3.972422,5.645512,35.76915,21.91301,20.65088,22.23151,22.91734,3.327895,17.26894,68.69354,3.482732,-15.46767,5.673177,0.04730179,fan,id_00,abnormal
00000003.wav,5.894733,3.583875,4.236449,6.850674,46.19843,27.34945,29.24127,30.05383,30.18531,5.314928,13.73422,64.31576,4.345152,-10.46202,5.539746,0.06249309,fan,id_00,abnormal
00000004.wav,6.701614,4.123091,4.876277,7.094498,44.1351,25.91442,27.96646,28.61125,28.87459,4.92325,15.8835,66.59325,4.329382,-11.60401,5.62673,0.05803582,fan,id_00,abnormal
00000005.wav,5.940824,3.651737,4.04985,5.762792,36.49484,21.65598,22.63769,23.39325,23.98947,4.801266,12.71421,68.712,3.937469,-14.70571,5.752204,0.04888083,fan,id_00,abnormal
00000006.wav,7.055344,4.330911,4.956748,7.78442,41.03744,24.16693,25.98969,26.83352,27.51355,5.999226,18.32383,66.72452,4.360343,-12.41189,5.808657,0.0548831,fan,id_00,abnormal
00000007.wav,6.956722,4.219135,4.950501,7.178969,42.17495,24.98743,26.53907,27.75218,28.31464,4.53748,15.79587,65.71081,4.432118,-12.49416,5.595903,0.05527896,fan,id_00,abnormal
00000008.wav,6.294594,3.849157,4.471135,7.199784,49.08007,29.20426,30.67164,31.09559,31.54141,5.148425,16.2422,63.69543,4.279024,-10.34761,5.66672,0.06244408,fan,id_00,abnormal
00000009.wav,6.202842,3.846111,4.446608,5.363994,38.69878,22.73981,24.45039,24.87775,25.80675,3.561231,14.96469,68.76697,3.744802,-11.29171,5.870666,0.05826701,fan,id_00,abnormal
00000010.wav,5.73874,3.53565,4.138979,5.806287,37.80776,22.2868,23.98349,24.70487,25.20914,4.778888,11.46971,65.21847,4.04669,-13.68027,5.625713,0.0517974,fan,id_00,abnormal
00000011.wav,6.47442,3.994688,4.807198,6.125814,37.31216,21.68472,24.14286,25.01555,25.91871,3.230061,9.422623,67.46083,3.586182,-12.99682,5.51963,0.05400604,fan,id_00,abnormal
00000012.wav,5.663175,3.472275,3.663135,5.160132,29.6667,17.78759,17.92159,18.94919,20.01848,2.864809,24.31052,71.24617,3.082232,-22.47002,8.92987,0.03184724,fan,id_00,abnormal
00000013.wav,6.362548,3.920551,4.687719,5.388322,37.58688,22.04445,24.04687,25.10264,25.43817,2.663239,11.32474,69.21454,3.760673,-14.50666,5.384014,0.05027482,fan,id_00,abnormal
00000014.wav,6.263703,3.80075,4.480365,7.111019,40.45844,23.82972,25.40883,26.45635,27.11049,5.298536,13.91923,64.54153,4.383642,-10.92989,5.842827,0.05962062,fan,id_00,abnormal
00000015.wav,6.746223,4.141587,4.773343,6.518179,33.59119,19.71885,21.00571,22.09429,22.82982,3.901302,11.88811,72.1029,3.976684,-13.00006,5.56974,0.05385088,fan,id_00,abnormal
00000016.wav,7.458895,4.571806,5.343103,7.307717,39.02812,22.94964,24.86682,25.51078,26.13981,5.103016,16.50265,70.42644,4.267611,-11.32171,5.196465,0.06053936,fan,id_00,abnormal
00000017.wav,7.389799,4.568854,5.347628,6.343748,39.73974,23.50505,25.1188,25.96277,26.8069,3.300279,14.99014,72.4359,4.065718,-11.58709,5.47124,0.05862239,fan,id_00,abnormal
00000018.wav,6.828049,4.249445,4.507269,6.176148,34.55036,20.32621,21.3465,22.28463,23.33686,4.645122,18.33554,70.12599,3.645887,-13.09419,5.84756,0.05279344,fan,id_00,abnormal
00000019.wav,6.133064,3.698066,4.3152,6.597154,29.44692,17.34787,18.56151,19.29086,19.85844,4.718411,9.945165,69.84048,4.233232,-13.83706,5.177839,0.05259034,fan,id_00,abnormal
00000020.wav,6.835041,4.217707,4.97052,6.848569,42.58472,25.09387,26.8289,27.7814,28.41609,5.507425,17.08782,65.84939,4.324933,-10.85691,5.474652,0.06123114,fan,id_00,abnormal
00000021.wav,6.403998,3.919024,4.64028,6.35085,40.95902,24.19491,26.0507,27.05105,27.81953,4.416624,13.56674,66.76392,4.282558,-11.48375,5.864368,0.05764314,fan,id_00,abnormal
00000022.wav,5.112958,3.097121,3.296282,3.377692,13.05703,7.350107,8.51743,9.234656,10.28834,0.6238637,64.95468,74.32024,2.221992,-2.519111,1.209911,0.2681669,fan,id_00,abnormal
00000023.wav,6.331381,3.903789,4.493988,5.995319,36.27214,21.47291,22.69213,23.48549,24.48051,5.003068,12.75687,70.40299,3.918574,-13.88588,5.597849,0.05132487,fan,id_00,abnormal
00000024.wav,6.322758,3.842382,4.502503,7.060871,37.0212,21.77848,23.3234,24.08868,24.67769,6.034002,13.00149,66.41902,4.326569,-11.00235,5.483585,0.06065776,fan,id_00,abnormal
00000025.wav,6.977593,4.308527,5.104798,5.996764,35.4679,20.55768,23.07759,23.75947,24.81318,2.844412,10.14493,71.84892,3.815281,-11.79571,5.377044,0.05823178,fan,id_00,abnormal
00000026.wav,6.824236,4.231404,4.851277,6.017002,35.73324,20.86419,22.55734,23.17975,24.1198,4.381824,16.15139,70.52239,3.919595,-14.95464,5.637298,0.04856271,fan,id_00,abnormal
00000027.wav,6.877763,4.201454,4.930199,7.642254,45.8677,26.99752,29.14494,29.75149,30.71378,5.476937,17.89038,65.64116,4.295976,-12.42609,5.301677,0.05640869,fan,id_00,abnormal
00000028.wav,6.860208,4.166788,4.927068,7.36703,42.65955,25.17934,26.44454,27.46257,28.14349,6.013016,16.41039,65.89362,4.36972,-11.19075,5.627786,0.0594582,fan,id_00,abnormal
00000029.wav,5.9113,3.662599,4.042594,5.879802,35.3555,21.11959,21.31614,22.47344,23.63276,4.448886,13.60671,69.49363,3.671645,-11.76226,5.769774,0.05703845,fan,id_00,abnormal
00000030.wav,7.125688,4.432428,5.13256,5.820519,40.34266,23.62624,25.62435,26.2249,26.74069,2.542379,16.12584,71.90983,3.733649,-11.84895,5.750947,0.05681851,fan,id_00,abnormal
00000031.wav,6.294247,3.971812,4.127052,5.407032,34.61483,20.7023,20.83855,22.05084,23.27402,2.920954,15.86658,71.72693,3.325863,-13.07393,5.464847,0.05394099,fan,id_00,abnormal
00000032.wav,6.752561,4.137492,4.899408,6.691817,41.49959,24.38661,26.02017,27.62486,28.0561,4.52543,14.29255,67.77592,4.193689,-9.948366,5.375978,0.06525565,fan,id_00,abnormal
00000033.wav,6.859137,4.208479,4.938934,6.102797,37.69632,22.21908,23.2099,24.46717,25.22737,3.381471,13.91371,68.72607,3.629665,-11.11667,5.134792,0.06153293,fan,id_00,abnormal
00000034.wav,7.086498,4.389806,5.143311,5.868903,37.77932,22.09106,24.11716,24.85542,25.64819,3.467188,16.34665,70.21277,3.929624,-12.09032,5.821531,0.05582895,fan,id_00,abnormal
00000035.wav,6.456218,4.009064,4.424167,5.666237,31.07451,18.33004,19.13394,20.04397,21.05204,3.121854,11.42777,74.60497,3.425597,-13.57923,5.729724,0.05178945,fan,id_00,abnormal
00000036.wav,7.187675,4.380532,5.124022,7.499295,38.95995,22.95496,24.68765,25.47922,26.33677,5.815376,17.18187,67.64554,4.340746,-12.45755,5.552615,0.0555242,fan,id_00,abnormal
00000037.wav,6.797914,4.140446,4.753102,6.626347,33.411,19.74709,20.94322,21.91296,22.80501,4.16031,12.43122,69.90995,4.243041,-11.60213,5.538583,0.05834064,fan,id_00,abnormal
00000038.wav,6.498221,4.069246,4.399162,5.691507,36.44619,21.77704,22.49152,23.26623,24.17673,2.813686,15.9511,72.59988,3.516566,-10.42982,5.382598,0.06324143,fan,id_00,abnormal
00000039.wav,6.672381,4.081542,4.821947,6.690584,40.49434,23.80072,25.46803,26.56738,27.03992,4.470037,13.52367,67.46807,4.203667,-11.022,5.397804,0.06090207,fan,id_00,abnormal
00000040.wav,7.005238,4.282024,5.021425,7.464404,41.89612,24.8946,25.76539,26.68628,27.55751,4.365046,17.00078,66.415,4.295869,-12.86267,5.803583,0.05357263,fan,id_00,abnormal
00000041.wav,7.961866,4.879896,5.511484,8.154354,40.26553,23.58539,25.36374,26.27198,27.13736,5.894658,19.54023,70.14049,4.367528,-10.1337,5.434407,0.06423387,fan,id_00,abnormal
00000042.wav,7.411066,4.562675,5.280863,7.975124,41.75098,24.74211,25.69258,26.89896,27.78685,5.423645,18.87807,67.57172,4.279404,-10.46127,5.623305,0.06217138,fan,id_00,abnormal
00000043.wav,7.283623,4.469386,5.181286,7.480223,41.37084,24.59845,25.38843,26.68232,27.65612,5.734111,18.28985,69.25859,4.32119,-11.02987,6.20444,0.05802379,fan,id_00,abnormal
00000044.wav,7.238837,4.466567,5.223976,6.04771,40.1156,23.48412,25.70975,26.49247,27.26548,2.728504,15.55611,71.29056,3.838876,-11.29471,6.003813,0.05780842,fan,id_00,abnormal
00000045.wav,6.922126,4.26219,4.825564,5.591297,34.66928,20.35912,21.64151,22.15032,22.86195,2.839288,15.3782,72.19132,3.639695,-11.93902,5.323719,0.05792824,fan,id_00,abnormal
00000046.wav,5.022224,3.0846,3.243675,3.518475,13.28352,7.508589,8.4657,9.348489,10.77312,0.4375709,59.33232,75.56904,2.250222,-2.471631,1.174618,0.2742545,fan,id_00,abnormal
00000047.wav,7.28771,4.399275,5.281124,7.342264,40.14612,23.69929,25.32488,26.28291,27.16738,5.651405,16.8609,66.35259,4.383315,-10.7241,5.467435,0.06176065,fan,id_00,abnormal
00000048.wav,6.695655,4.068871,4.750775,6.540338,32.85581,19.33123,20.85806,21.44354,22.237,3.851561,11.94067,70.81448,4.197068,-10.49351,5.234453,0.06358101,fan,id_00,abnormal
00000049.wav,6.344524,3.918592,4.280179,5.674388,35.58623,21.38178,21.3015,22.38348,23.19468,2.879604,15.70747,70.55644,3.415033,-12.79087,5.864273,0.05360452,fan,id_00,abnormal
00000050.wav,7.006557,4.300405,5.005842,7.365326,41.48546,24.43266,26.27692,27.02939,28.05625,5.830488,15.87619,68.12282,4.366933,-9.40197,5.228008,0.0683528,fan,id_00,abnormal
00000051.wav,6.726901,4.098946,4.862485,7.112625,40.75979,23.89075,25.61478,26.41646,27.20218,5.342239,14.28927,67.46328,4.213677,-11.33517,5.543334,0.05924695,fan,id_00,abnormal
00000052.wav,7.353755,4.492493,5.219584,7.558473,40.6296,24.01347,25.64189,26.47791,27.18743,5.551437,18.13117,67.63738,4.356001,-10.94634,5.511409,0.06076165,fan,id_00,abnormal
00000053.wav,7.357391,4.5023,5.263701,7.552587,42.24399,25.13717,26.29827,27.27562,28.17818,5.431841,18.20036,66.8621,4.294894,-12.66704,6.216843,0.05295522,fan,id_00,abnormal
00000054.wav,6.580875,4.055879,4.63917,5.439044,34.57889,20.31302,21.49148,22.38338,23.23042,2.671198,13.69673,71.27836,3.631073,-12.26687,6.079799,0.05450581,fan,id_00,abnormal
00000055.wav,6.984315,4.287673,5.091619,6.791078,41.28888,24.16561,26.48359,27.25343,27.55212,4.453642,15.58661,67.93544,4.2318,-10.36862,5.305858,0.06379797,fan,id_00,abnormal
00000056.wav,6.790311,4.137208,4.913898,6.988868,41.16962,24.24832,25.85199,26.807,27.50319,4.609547,15.8738,66.60094,4.335426,-10.25317,5.276775,0.06439172,fan,id_00,abnormal
00000057.wav,7.311127,4.453761,5.119014,7.376698,36.56932,21.41552,23.14255,23.9247,24.8776,5.746112,17.85433,69.02445,4.316217,-12.13173,5.759729,0.0558926,fan,id_00,abnormal
00000058.wav,6.986339,4.224747,5.054429,7.634052,45.54457,26.73805,29.05665,29.77979,30.67343,5.893066,16.74085,64.91098,4.401152,-12.60389,5.523073,0.05516644,fan,id_00,abnormal
00000059.wav,6.928026,4.193865,4.900644,7.875242,37.60732,22.08611,23.69269,24.75191,25.71135,5.852484,14.16561,68.40764,4.380634,-11.15045,5.434868,0.06029431,fan,id_00,abnormal
00000060.wav,7.247033,4.440725,5.18394,6.941426,40.03968,23.69515,25.10492,26.26067,26.78028,5.047653,17.55173,68.4368,4.37409,-10.76852,5.46539,0.06159946,fan,id_00,abnormal
00000061.wav,6.468077,4.066102,4.198165,5.790538,33.71644,20.11494,20.48507,21.50905,22.69165,3.005718,15.63432,73.43491,3.26733,-16.05839,5.629197,0.04610932,fan,id_00,abnormal
00000062.wav,6.31104,3.917501,4.13129,5.990313,35.12158,21.05256,21.16271,22.28452,23.61251,3.817402,14.96642,71.98593,3.512081,-11.00787,5.894473,0.05916339,fan,id_00,abnormal
00000063.wav,6.530637,4.061464,4.763816,6.534866,44.10422,25.84749,27.85339,28.71706,29.25556,4.302085,16.14781,65.35054,4.122266,-11.02346,5.398446,0.06089426,fan,id_00,abnormal
00000064.wav,6.532123,3.983245,4.681645,7.129785,45.38446,26.89607,28.23496,29.00227,29.47575,5.677299,16.92633,63.85001,4.319339,-10.80558,5.727124,0.06048618,fan,id_00,abnormal
00000065.wav,6.877711,4.275449,4.919429,6.550943,45.3579,27.19249,27.83847,29.22055,29.69393,4.187088,19.87682,66.60134,4.121321,-11.64105,5.692335,0.05769212,fan,id_00,abnormal
00000066.wav,6.292003,3.886377,4.363852,5.471902,34.62679,20.56052,21.61225,22.37508,23.23806,2.639564,14.41833,71.48245,3.558725,-13.82588,5.741451,0.0511056,fan,id_00,abnormal
00000067.wav,7.207013,4.415513,5.23237,7.247166,42.63179,25.14698,26.6943,27.47807,28.26227,5.361134,16.60951,69.40225,4.314064,-9.669451,5.228042,0.06712539,fan,id_00,abnormal
00000068.wav,6.109681,3.743332,3.866629,5.282467,28.80557,16.89024,17.92045,19.1145,20.04448,3.352264,19.93127,72.50859,3.301164,-21.13286,8.493616,0.03375359,fan,id_00,abnormal
00000069.wav,6.566957,4.075071,4.375539,6.452668,33.8768,20.14017,20.46983,21.60654,23.22016,4.010734,15.28682,71.72093,3.493437,-14.26818,5.096347,0.05164081,fan,id_00,abnormal
00000070.wav,7.276721,4.440527,5.189921,7.294429,40.16025,23.53091,25.44206,26.23671,26.84999,5.481275,17.4845,67.84607,4.337509,-9.684568,5.772664,0.06469464,fan,id_00,abnormal
