filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,7.742105,4.546507,4.789382,6.369649,19.98549,11.56588,12.66292,13.56433,14.5136,2.276608,30.6151,73.81174,3.486626,-13.04385,6.171151,0.05204266,fan,id_02,normal
00000001.wav,7.094249,4.1431,4.511022,6.185808,22.44597,12.77815,14.44446,15.6246,16.76896,3.366926,11.12557,74.91867,3.778321,-14.68348,6.164664,0.04796591,fan,id_02,normal
00000002.wav,6.87773,4.061061,4.356584,5.624851,21.21662,12.23825,13.57651,14.4573,15.49184,3.459584,19.51817,75.58187,3.41477,-12.88141,6.123294,0.05261855,fan,id_02,normal
00000003.wav,8.021706,4.666473,5.188904,7.147625,22.32546,12.88158,14.35372,15.26103,16.23203,4.845815,12.69841,74.72527,4.001241,-10.98114,5.615563,0.06025293,fan,id_02,normal
00000004.wav,7.640017,4.506452,4.839721,6.086831,22.21199,12.80279,14.16345,15.48275,16.41848,3.394154,11.83099,75.96244,3.808522,-12.45114,5.50928,0.05567797,fan,id_02,normal
00000005.wav,6.866427,3.982743,4.403564,6.211919,19.11943,10.81653,12.45031,13.20554,14.0385,2.60274,32.57365,71.59533,3.277073,-13.00207,5.940662,0.0527907,fan,id_02,normal
00000006.wav,8.110249,4.709998,5.172848,7.321238,22.56883,12.83735,14.52788,15.59048,16.50831,4.616548,16.77898,73.21429,3.925947,-11.43008,5.796077,0.05805125,fan,id_02,normal
00000007.wav,8.289101,4.860097,5.296036,7.302914,23.20144,13.27301,15.15646,16.22524,17.24442,4.221556,15.77616,74.17009,3.947171,-10.79449,5.900993,0.05989643,fan,id_02,normal
00000008.wav,8.217923,4.799996,5.288853,7.101773,23.67384,13.60002,15.04131,16.16533,16.8891,4.253334,13.93293,73.96341,3.96455,-10.96347,5.678547,0.06008887,fan,id_02,normal
00000009.wav,7.328742,4.298033,4.638043,6.262164,19.66186,11.14588,12.61059,13.66012,14.37099,2.236793,32.88452,73.38167,3.245622,-13.88505,6.505034,0.04904345,fan,id_02,normal
00000010.wav,8.111563,4.748449,5.228471,7.350124,22.8249,13.02989,14.69495,15.71215,16.79806,4.788321,14.35243,75.1868,3.951224,-12.26701,5.28496,0.05697366,fan,id_02,normal
00000011.wav,6.428695,3.755449,4.200095,5.220106,18.28835,10.5571,11.68384,12.7613,13.43215,1.681652,30.43962,72.78798,3.109339,-16.42716,6.293055,0.04401367,fan,id_02,normal
00000012.wav,7.454883,4.431636,4.659263,5.711314,21.80683,12.56157,14.13381,15.38194,16.31233,3.451771,14.63497,76.80815,3.596126,-11.34965,6.150978,0.0571408,fan,id_02,normal
00000013.wav,8.220942,4.787564,5.355304,7.558698,23.08134,13.19742,14.85245,16.0167,16.92519,4.710923,12.5401,74.19073,4.111872,-11.97245,5.702581,0.05657698,fan,id_02,normal
00000014.wav,8.044486,4.670948,5.086432,7.381768,22.10996,12.6723,14.20797,15.13672,15.88376,4.394634,15.03439,73.99279,3.962085,-10.41141,6.057784,0.06071942,fan,id_02,normal
00000015.wav,7.800901,4.501541,5.012735,7.23386,21.9568,12.71224,13.99404,15.12501,15.95002,4.460117,11.67975,73.90895,4.026607,-10.38247,5.515201,0.06290229,fan,id_02,normal
00000016.wav,7.625094,4.461208,4.81256,6.979414,20.68116,11.64932,13.40361,14.20327,15.21206,4.945377,24.04532,72.76542,3.650104,-12.93927,6.381081,0.0517589,fan,id_02,normal
00000017.wav,8.325731,4.886818,5.268549,7.629974,23.88127,13.72102,15.20406,16.68257,17.50233,5.303927,13.4598,74.76664,4.069015,-12.29862,5.70644,0.05553994,fan,id_02,normal
00000018.wav,8.459854,4.97647,5.433638,7.261031,23.87701,13.65989,15.49925,16.62054,17.46192,5.205161,14.01123,75.436,4.028076,-10.62675,5.681328,0.0613193,fan,id_02,normal
00000019.wav,8.073973,4.728473,5.174584,7.062177,22.89176,13.14839,14.64219,15.81203,16.55375,4.8233,13.49693,74.60123,4.031222,-10.84667,5.557616,0.06095969,fan,id_02,normal
