filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,6.932538,4.021335,4.483341,6.388429,23.45435,12.88684,15.64171,18.11599,23.16627,3.245288,19.55537,72.74599,3.744616,-26.0265,9.383216,0.02824084,pump,id_00,abnormal
00000001.wav,7.197264,4.173295,4.629621,7.630174,23.56335,12.93122,15.58715,18.12037,23.32983,3.713739,27.28545,71.26866,3.717568,-23.43663,8.213279,0.03159566,pump,id_00,abnormal
00000002.wav,7.627955,4.437786,4.936575,7.71781,23.92867,13.39223,15.47732,17.61912,23.44082,4.693358,17.1875,73.125,4.018941,-26.81941,8.210137,0.02854733,pump,id_00,abnormal
00000003.wav,7.464477,4.319024,4.869942,7.904514,24.36925,13.57691,15.66181,18.10855,22.13965,4.385417,15.00335,72.06966,4.026757,-27.26133,8.686524,0.02781807,pump,id_00,abnormal
00000004.wav,7.61802,4.422837,4.995826,7.546211,24.49734,13.6817,15.80703,17.98083,22.93742,4.275549,20.30103,72.57709,3.954009,-25.83446,7.986852,0.02956716,pump,id_00,abnormal
00000005.wav,7.369062,4.318177,4.769961,7.214074,23.44167,12.92866,15.3243,17.44592,22.8943,4.511501,27.13838,71.02553,3.696495,-24.03538,8.175492,0.03104542,pump,id_00,abnormal
00000006.wav,7.348837,4.208913,4.752543,7.263098,23.13302,13.06206,14.96435,16.88209,23.02332,4.316845,19.6139,71.58301,3.880204,-25.17043,8.582713,0.02962687,pump,id_00,abnormal
00000007.wav,7.201586,4.206443,4.762775,7.08015,22.92014,12.38429,15.11174,18.31397,24.2238,3.757179,20.85366,73.17073,3.762795,-26.15359,8.778683,0.02862683,pump,id_00,abnormal
00000008.wav,7.240791,4.202619,4.767592,7.269546,23.48841,13.09321,15.4971,18.08933,25.74988,4.302866,23.49727,71.12232,3.750561,-27.68159,8.217373,0.02785596,pump,id_00,abnormal
00000009.wav,7.440526,4.325825,4.946278,7.212628,24.23992,13.13512,15.85184,19.10093,25.43902,3.882337,23.90947,71.48148,3.83915,-22.67496,8.393591,0.03218689,pump,id_00,abnormal
00000010.wav,7.366732,4.256799,4.848187,7.320589,23.78868,13.31124,15.37338,17.65476,23.25414,3.415361,26.03161,71.11501,3.747503,-25.55872,7.118717,0.03060216,pump,id_00,abnormal
00000011.wav,7.399666,4.286894,4.949076,7.500918,23.68347,13.01458,15.5158,18.77384,27.21999,4.471323,20.3227,71.53285,3.899091,-27.45022,8.363758,0.02792206,pump,id_00,abnormal
00000012.wav,7.379453,4.256426,4.94253,7.302969,25.14346,13.79305,16.40541,19.33822,24.00226,3.592826,23.19609,70.24052,3.821353,-23.90953,7.917092,0.03142024,pump,id_00,abnormal
00000013.wav,7.658872,4.45348,5.012078,7.351545,24.56689,13.76957,15.89818,18.10217,22.52869,4.049445,22.64728,72.95333,3.902908,-22.57133,8.09773,0.03260615,pump,id_00,abnormal
