filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1,machine_type,machine_id,label
00000000.wav,9.534874,5.631786,6.080646,8.969799,38.85285,21.79121,28.04047,35.42688,45.14818,5.635901,20.44917,74.23168,4.319104,-23.80676,5.843335,0.03372671,valve,id_06,abnormal
00000001.wav,4.33917,2.647917,2.893987,4.645608,42.41329,24.14618,28.84289,36.89315,52.01299,1.123776,26.58501,74.27954,2.729763,-21.45589,6.687062,0.03553287,valve,id_06,abnormal
00000002.wav,9.585656,5.725291,6.112978,9.624727,40.76664,22.88831,29.6979,38.17566,51.13729,6.003585,23.26718,75.41985,4.375291,-26.33021,5.796243,0.03112699,valve,id_06,abnormal
00000003.wav,3.87562,2.246198,2.417631,4.63425,34.80116,18.58558,26.17757,35.2688,51.66685,2.478853,18.01862,74.26862,3.089017,-16.30161,6.780069,0.0433244,valve,id_06,abnormal
00000004.wav,9.237276,5.366359,6.005046,9.914927,39.96397,21.18753,29.31201,38.95077,53.9903,6.601499,29.78172,70.44025,4.209757,-28.62926,6.054798,0.02883169,valve,id_06,abnormal
00000005.wav,8.492601,5.047442,5.328005,6.849687,49.16624,27.74676,34.96317,45.40508,65.20977,2.633201,52.70175,73.33333,3.351012,-22.22669,6.745988,0.03451527,valve,id_06,abnormal
00000006.wav,3.729735,2.260237,2.508103,4.465024,48.23059,28.47468,32.29988,40.22873,61.77042,0.9310271,23.89843,76.32562,2.401393,-25.67795,7.05691,0.03054848,valve,id_06,abnormal
00000007.wav,9.3308,5.569431,5.81066,9.054176,41.4842,23.39243,28.44313,37.04168,50.34592,4.784666,30.03604,73.04766,4.06471,-22.02146,6.111521,0.03554547,valve,id_06,abnormal
00000008.wav,4.524149,2.709016,2.827336,5.280849,37.15446,20.57561,28.24824,37.2211,49.58803,2.412039,12.19858,76.83215,3.569718,-22.26027,6.723007,0.03450266,valve,id_06,abnormal
00000009.wav,9.302626,5.484155,5.933464,8.903193,36.94303,20.69289,26.78999,34.25786,45.83103,6.282291,19.34487,73.733,4.396754,-23.87596,6.23191,0.03321391,valve,id_06,abnormal
00000010.wav,4.338345,2.595168,2.754502,4.976134,33.03609,19.45747,21.60467,27.93317,40.29779,1.686624,19.67213,75.22068,3.221795,-15.46365,4.573507,0.04990728,valve,id_06,abnormal
00000011.wav,5.366007,3.187444,3.464584,6.107978,30.0033,17.9216,18.27908,23.4574,32.46311,2.148696,10.69623,76.97394,3.326843,-22.16681,6.64498,0.03470802,valve,id_06,abnormal
00000012.wav,7.468263,4.364075,4.692185,7.578901,35.77374,20.4377,23.98627,31.89769,43.00949,4.513621,22.30184,73.39901,3.769063,-30.83798,6.840706,0.02654021,valve,id_06,abnormal
00000013.wav,9.709149,5.839795,5.995685,9.175055,42.80061,24.42222,28.98419,36.98081,44.82873,5.323275,30.14937,74.41038,4.068618,-25.81662,5.876692,0.0315524,valve,id_06,abnormal
00000014.wav,9.361349,5.547066,6.072426,9.080831,33.5748,18.2531,24.30265,30.23832,39.41165,4.901212,15.83425,75.10977,4.391715,-26.06654,5.86821,0.03131385,valve,id_06,abnormal
00000015.wav,9.460203,5.630559,5.908782,9.253324,37.86113,20.97426,24.48976,32.73554,44.3835,4.438494,26.82665,74.85673,4.098803,-24.53542,6.052593,0.03269254,valve,id_06,abnormal
00000016.wav,8.238548,4.864029,5.235763,7.095104,37.40604,20.65851,26.96806,35.20881,45.78184,4.101241,9.691981,75.19915,4.351045,-26.78758,5.652687,0.03082588,valve,id_06,abnormal
00000017.wav,8.907269,5.337373,5.728668,7.455436,35.33883,19.09446,25.21657,34.93015,45.20708,4.550554,13.15447,76.81688,4.391653,-24.94343,5.661332,0.03267465,valve,id_06,abnormal
00000018.wav,3.995367,2.386599,2.495905,4.129896,31.65875,16.88813,22.5261,29.47581,41.06851,2.824325,7.937916,78.53659,3.304024,-24.3612,5.924423,0.03301896,valve,id_06,abnormal
00000019.wav,6.676516,3.94582,4.335782,6.233579,28.46929,16.05983,19.17139,26.65613,38.3117,2.950277,22.25519,74.67854,3.201256,-27.64489,7.181205,0.0287141,valve,id_06,abnormal
00000020.wav,4.35639,2.580039,2.864703,4.841518,30.47319,16.25587,22.9855,31.00007,44.03414,2.113677,20.28986,74.48015,3.295251,-15.01294,4.661589,0.05082713,valve,id_06,abnormal
00000021.wav,9.389009,5.576554,6.018907,8.329788,31.90374,17.68352,22.71048,28.96488,36.50206,5.673677,17.48954,75.14644,4.35728,-26.77218,5.731943,0.03076533,valve,id_06,abnormal
00000022.wav,9.242721,5.483214,5.886994,8.211059,43.1378,23.34744,32.81178,38.89676,55.29448,4.531595,43.32848,72.0524,3.962983,-21.76986,6.204037,0.03574761,valve,id_06,abnormal
00000023.wav,3.125675,1.930732,2.039376,3.3281,42.44098,24.72109,28.1818,35.35108,52.79048,0.7185215,19.3816,76.16893,2.281318,-20.25089,5.228487,0.03924743,valve,id_06,abnormal
00000024.wav,3.450078,2.032538,2.16243,4.753465,39.09006,22.23676,27.0278,35.03446,49.55259,2.694665,11.88769,76.34409,3.178653,-24.41152,6.496988,0.03235355,valve,id_06,abnormal
00000025.wav,6.052846,3.642594,3.681564,5.205626,31.88055,17.11839,22.71654,29.52111,39.70135,3.235043,14.63415,77.20912,3.055586,-23.50803,5.973857,0.03391913,valve,id_06,abnormal
00000026.wav,9.402328,5.568688,6.09658,8.764746,37.17873,21.27357,24.92392,31.60174,40.58033,5.079648,23.07692,74.65322,4.220994,-22.15034,6.091685,0.03540823,valve,id_06,abnormal
00000027.wav,3.520308,2.110661,2.377116,4.067407,36.68403,22.07468,23.81217,31.63776,45.19204,2.042225,16.36846,75.34791,2.766207,-25.35537,6.488026,0.03140369,valve,id_06,abnormal
00000028.wav,8.520052,5.088163,5.55776,8.189063,41.3343,23.27226,28.29554,37.59652,47.25729,4.452418,23.83499,74.06417,3.768819,-27.93503,7.496371,0.02822355,valve,id_06,abnormal
00000029.wav,9.43305,5.640299,6.091956,8.250429,34.95634,19.43332,24.889,31.39856,41.54875,4.809577,27.25126,74.73862,4.095595,-23.06009,5.789851,0.03466212,valve,id_06,abnormal
