hardness,depth,brightness,roughness,warmth,sharpness,boominess,reverb,filename,id_machine,machine_type,label
59.24589243861263,45.38299243531817,70.69454370892252,58.64198347827006,40.43157409335704,58.613366319555844,23.379840652444486,0,../../../dataset/mimii/valve/id_06/normal/00000275.wav,id_06,valve,normal
60.62203340565719,46.045081605974204,72.7442917266234,59.68461776324541,43.53720849821945,59.954122841019085,27.637930762505437,0,../../../dataset/mimii/valve/id_06/normal/00000879.wav,id_06,valve,normal
60.729682349383125,43.32339203770192,74.29150845176054,54.45244376712104,43.1791998481003,60.588229873064364,30.60329593250456,1,../../../dataset/mimii/valve/id_06/normal/00000123.wav,id_06,valve,normal
62.02730092799129,48.43922393899105,69.9335119933173,58.12512153531481,41.09733523854038,57.62604986885191,24.686790164731566,0,../../../dataset/mimii/valve/id_06/normal/00000260.wav,id_06,valve,normal
63.751875574287254,47.388085499627635,73.77387926251407,58.502386665195445,40.195091108444274,61.52427819705021,24.187237238421623,0,../../../dataset/mimii/valve/id_06/normal/00000863.wav,id_06,valve,normal
62.38701713857745,51.52193522581914,70.92322356852353,58.0631247580302,42.09076127103747,59.77107097640648,25.906271738616745,1,../../../dataset/mimii/valve/id_06/normal/00000250.wav,id_06,valve,normal
62.35284440995656,42.89176182680262,71.51485707173474,55.2200850005768,43.422137904382474,57.66940497487664,28.324524945865253,1,../../../dataset/mimii/valve/id_06/normal/00000071.wav,id_06,valve,normal
65.53417167738655,47.81346314130283,74.85589810978067,60.34041940381826,40.77989424479838,62.673695216388765,26.318905357927747,0,../../../dataset/mimii/valve/id_06/normal/00000648.wav,id_06,valve,normal
60.647070846664406,48.6506835461007,69.72747901461008,54.497933176093625,41.51104318184506,57.44392987229118,25.42776444527777,0,../../../dataset/mimii/valve/id_06/normal/00000104.wav,id_06,valve,normal
63.28045421316443,52.77066297921188,73.10274461189948,59.24120946708257,41.03137733357895,60.318540751429474,26.044957945262947,0,../../../dataset/mimii/valve/id_06/normal/00000533.wav,id_06,valve,normal
59.000811082701716,51.26431613521549,70.10479933516177,54.91499847433471,44.70401300484637,55.23916343346947,28.747579716423154,1,../../../dataset/mimii/valve/id_06/normal/00000457.wav,id_06,valve,normal
59.84554353430829,59.956349303340495,71.19380455370705,55.80253684058839,45.63404038254576,56.57071755535467,31.564180343215032,0,../../../dataset/mimii/valve/id_06/normal/00000355.wav,id_06,valve,normal
60.86860662863435,51.63316594130798,70.16161881362015,55.336716108804964,41.718824930947314,57.23229784842002,25.36398687502,0,../../../dataset/mimii/valve/id_06/normal/00000490.wav,id_06,valve,normal
63.58194598932056,51.967210195930384,71.16457072528488,58.919270080330776,42.05530085786796,59.5849359913484,26.78171710642009,0,../../../dataset/mimii/valve/id_06/normal/00000814.wav,id_06,valve,normal
61.581556827700666,44.32205563858233,72.8158220213065,54.35646383262423,43.194141457735725,58.993786683736495,29.44703699414948,0,../../../dataset/mimii/valve/id_06/normal/00000143.wav,id_06,valve,normal
64.81220810737105,46.364460992207285,74.2239607538473,61.89536303020276,38.74660516854433,62.89550761525774,23.393188319800643,0,../../../dataset/mimii/valve/id_06/normal/00000661.wav,id_06,valve,normal
60.43955916374938,57.92489935623982,70.02620544436628,57.557809369905364,44.55162915043145,54.96554558954709,28.709881053317346,1,../../../dataset/mimii/valve/id_06/normal/00000251.wav,id_06,valve,normal
61.049061515774184,55.5646889263497,73.19739359614283,60.259102072291874,41.72922135771005,61.745876678978846,26.79615189940737,0,../../../dataset/mimii/valve/id_06/normal/00000599.wav,id_06,valve,normal
59.675463307670185,47.52288739091966,70.0675114567376,56.70467888130888,41.471705220688655,58.11597613652198,23.700334437519494,0,../../../dataset/mimii/valve/id_06/normal/00000213.wav,id_06,valve,normal
60.59884481178949,49.688198484295526,70.86626989117948,56.66460489996216,44.3157828007357,55.881706636145,28.461095420340204,0,../../../dataset/mimii/valve/id_06/normal/00000395.wav,id_06,valve,normal
64.79760735506781,52.19919027259546,73.31561224626321,59.05305420683942,41.962268988377176,61.286198424925786,27.51493085442552,0,../../../dataset/mimii/valve/id_06/normal/00000534.wav,id_06,valve,normal
62.59856330110722,49.78676009229987,72.05877749080665,59.786193489108854,42.2451108402164,59.409837743601685,27.099566811500257,0,../../../dataset/mimii/valve/id_06/normal/00000759.wav,id_06,valve,normal
60.00164978282149,53.1720509760865,70.51941699241561,56.676851406441585,42.285014819393304,58.158704284815656,26.985672267895833,0,../../../dataset/mimii/valve/id_06/normal/00000349.wav,id_06,valve,normal
60.658612446550734,54.66222081886265,70.6729581097347,56.62475362854993,45.28391135935335,55.37247254488496,30.261621491790414,0,../../../dataset/mimii/valve/id_06/normal/00000404.wav,id_06,valve,normal
61.54914456272533,49.799562199490325,72.68889179432756,58.33803287570822,43.35692794072189,59.99851100133658,28.839713862428287,0,../../../dataset/mimii/valve/id_06/normal/00000585.wav,id_06,valve,normal
62.64514884335122,53.17309861120561,70.55582224222027,58.48841769159961,43.43139921442512,56.491944735980084,28.134997193964626,0,../../../dataset/mimii/valve/id_06/normal/00000252.wav,id_06,valve,normal
