hardness,depth,brightness,roughness,warmth,sharpness,boominess,reverb,filename,machine_type,data_type,label
64.0061605478769,60.9825032235372,64.06728909549685,69.84639079762557,46.7868341103102,54.31054244754932,27.38838430087141,0,section_00_source_train_normal_0000_vel_8_loc_B.wav,bearing,train,normal
59.87683117684469,48.57838732175182,74.65549074391184,73.85481166237139,32.93269120037383,60.64734241274235,17.771052307377218,0,section_00_source_train_normal_0001_vel_5_loc_A.wav,bearing,train,normal
59.80694130294708,60.53738319923486,64.23341233443304,69.60275840822675,46.086771443978606,54.73671562388827,28.11814419488501,0,section_00_source_train_normal_0002_vel_16_loc_B.wav,bearing,train,normal
59.31043324801038,67.38102632500271,64.10858331236739,63.9843409207825,49.48127762003583,53.16086759934689,29.284620410653105,0,section_00_source_train_normal_0003_vel_5_loc_A.wav,bearing,train,normal
57.28414390538157,68.65556263452937,61.92830339452012,65.06602567522239,50.23518513446681,51.66490037673336,31.33245467781732,0,section_00_source_train_normal_0004_vel_16_loc_A.wav,bearing,train,normal
64.99699125760031,51.80339362039695,66.53677159984946,69.02255014544906,44.85961745596904,57.82563201034293,25.980450026385373,0,section_00_source_train_normal_0005_vel_8_loc_B.wav,bearing,train,normal
60.22945432486407,44.40844652300523,68.28681945329025,68.73913613285238,37.64941384219424,55.28316480020951,17.58028737966165,0,section_00_source_train_normal_0006_vel_21_loc_A.wav,bearing,train,normal
58.56497088970747,63.94493968362203,69.51606512196804,70.9682928829251,43.17637628282039,58.20901842702617,26.64896376192973,0,section_00_source_train_normal_0007_vel_5_loc_A.wav,bearing,train,normal
56.82738994631566,62.878264949463535,64.21855757311198,68.50712853146737,46.8181903482376,52.546026083746334,28.20427742340698,0,section_00_source_train_normal_0008_vel_8_loc_C.wav,bearing,train,normal
57.17366257780276,44.10277370602846,66.74879312396962,69.12257458671449,40.36701638176953,53.641738652186966,21.89389401612671,0,section_00_source_train_normal_0009_vel_13_loc_A.wav,bearing,train,normal
60.85030564751597,47.296689826738856,68.34349965107113,70.17848383820476,37.95097981081577,56.28685110926771,19.629204731849867,0,section_00_source_train_normal_0010_vel_13_loc_A.wav,bearing,train,normal
60.47872893805729,48.63319361844425,67.2502922833948,70.38223485740991,40.17528360169277,53.71364319718335,22.176358079603744,0,section_00_source_train_normal_0011_vel_13_loc_A.wav,bearing,train,normal
58.0261875947856,44.3143933569319,68.69190051499587,68.40004957967362,37.31713620657519,55.62615275527408,18.255337355215502,1,section_00_source_train_normal_0012_vel_21_loc_A.wav,bearing,train,normal
59.38292885232431,45.88226282079464,67.72874319976461,69.68195698918483,40.51817631041515,53.148621938426494,19.590443294301508,0,section_00_source_train_normal_0013_vel_17_loc_A.wav,bearing,train,normal
59.97754069994088,57.239346120263264,67.41384771743368,70.66853901719249,44.78214074801084,57.678817898571,28.07626559407374,1,section_00_source_train_normal_0014_vel_16_loc_D.wav,bearing,train,normal
58.51903031329471,63.13733935035435,65.42536669279372,69.74332390450921,46.221924203413984,54.97796929961248,27.51217853341679,0,section_00_source_train_normal_0015_vel_8_loc_D.wav,bearing,train,normal
57.35876778850693,57.86978130051554,67.6134546861117,68.41489850218014,42.44227595272758,53.09165904270182,24.18438255858372,0,section_00_source_train_normal_0016_vel_17_loc_A.wav,bearing,train,normal
63.83219354691983,45.76384200385014,68.42156712329594,68.54042629183223,37.2939247765093,55.56471746416639,16.56248472921488,0,section_00_source_train_normal_0017_vel_21_loc_A.wav,bearing,train,normal
56.59892139021065,49.236828191216674,66.94883043943827,68.3831609471334,40.63754660109956,53.76700944666227,24.535843113887477,0,section_00_source_train_normal_0018_vel_13_loc_A.wav,bearing,train,normal
56.1282675662373,47.07087664316447,63.05447534713579,65.83637486716513,40.9675484927617,52.27580393280528,19.572667526673843,0,section_00_source_train_normal_0019_vel_9_loc_A.wav,bearing,train,normal
54.54148233164042,69.25145498848744,59.84205563138997,67.01502048994585,53.60358624057598,51.97554212626284,32.32428903667578,0,section_00_source_train_normal_0020_vel_16_loc_A.wav,bearing,train,normal
57.26373755707755,66.97518101893961,63.0745449012039,66.98127592482388,48.62334949732793,52.554278490328215,29.436981598186527,0,section_00_source_train_normal_0021_vel_8_loc_C.wav,bearing,train,normal
59.13067020534075,63.00612083700903,64.49495848643082,68.34152462231589,47.1346079327504,55.67693676436569,28.448577408509383,1,section_00_source_train_normal_0022_vel_16_loc_A.wav,bearing,train,normal
57.9033752396501,62.10147157763848,64.01380458375834,69.24914504943571,47.60693437253556,54.31004359631477,28.551509740247624,0,section_00_source_train_normal_0023_vel_8_loc_B.wav,bearing,train,normal
62.06553672048807,62.99020988199194,63.29515024795754,69.51060221197915,47.097242322843975,53.70876900142271,30.30279071047338,0,section_00_source_train_normal_0024_vel_16_loc_B.wav,bearing,train,normal
55.0876067137346,67.13051510747796,62.345309144122105,64.48719831527289,49.86674413851345,51.04367294029153,31.110386882054957,0,section_00_source_train_normal_0025_vel_16_loc_A.wav,bearing,train,normal
57.88993027454575,57.27991449695659,64.98608522360396,69.35255123267251,44.80400707478752,54.94819599230441,26.77913673102209,0,section_00_source_train_normal_0026_vel_16_loc_D.wav,bearing,train,normal
54.251962318821256,71.1748767677613,60.197684083525104,61.26083728056765,52.63519086422481,52.12935542080928,32.256211459796006,0,section_00_source_train_normal_0027_vel_8_loc_A.wav,bearing,train,normal
54.74741625407415,53.33986376779208,65.53378240400718,68.52117118992582,44.42627912798493,51.736000903981655,27.057268392482765,0,section_00_source_train_normal_0028_vel_16_loc_C.wav,bearing,train,normal
60.28184782147633,58.30750539816192,63.415907711952165,67.97824548252198,47.833551116769925,51.60179225868136,29.15598750440393,0,section_00_source_train_normal_0029_vel_16_loc_A.wav,bearing,train,normal
68.98490127546671,48.75415082813006,71.28730318811373,71.58953270859004,37.9674746090484,58.29265936675477,16.257264636010248,0,section_00_source_train_normal_0030_vel_17_loc_A.wav,bearing,train,normal
54.24301256160567,71.88929051023767,62.816389210429655,62.93244388731341,49.333270357333845,52.0558119178726,30.07320498212168,0,section_00_source_train_normal_0031_vel_5_loc_A.wav,bearing,train,normal
57.7033119609294,54.30626013521824,64.66038098904659,65.5625641406515,43.18611533158897,56.02298289095165,22.94832219373681,0,section_00_source_train_normal_0032_vel_8_loc_B.wav,bearing,train,normal
56.86807881765364,64.38504847308755,62.28211533229559,65.48160989650385,48.89004575383103,51.26080892644994,29.658453466627574,0,section_00_source_train_normal_0033_vel_8_loc_A.wav,bearing,train,normal
57.31199952362874,50.05011101257692,64.53269755274464,64.83385084689702,43.91351054734172,53.37214601015096,25.1477395616676,0,section_00_source_train_normal_0034_vel_16_loc_A.wav,bearing,train,normal
57.31740165696695,53.29373440906576,65.71086248321592,67.14437049061546,43.8166145555497,53.52687748434893,26.493759094393663,0,section_00_source_train_normal_0035_vel_16_loc_C.wav,bearing,train,normal
57.148815743049454,54.16520382938988,68.72730674894363,70.20621309896868,42.05109024302561,58.72170826285556,24.844107408815685,0,section_00_source_train_normal_0036_vel_8_loc_B.wav,bearing,train,normal
59.48424675929312,47.434185965718015,72.93905788588566,72.74875574271658,37.581066465204586,59.12718749149835,22.96787213106597,0,section_00_source_train_normal_0037_vel_16_loc_A.wav,bearing,train,normal
57.19255073455077,53.538322791118304,67.57241686876372,70.98325404002372,42.15725724847222,54.01156430408521,23.74801973785421,0,section_00_source_train_normal_0038_vel_17_loc_A.wav,bearing,train,normal
57.92172884392508,47.89186545030048,71.40927153940171,71.35551616404408,40.86587539944921,58.70963482049876,24.566175608460828,0,section_00_source_train_normal_0039_vel_16_loc_B.wav,bearing,train,normal
57.36394322062864,50.32004607376244,64.56514998404356,67.53387634040156,41.96368349324143,55.06109328819472,23.0868947535402,0,section_00_source_train_normal_0040_vel_8_loc_C.wav,bearing,train,normal
59.77822443420666,46.27524044510342,71.60538917397658,71.48079692426874,36.43699540657423,57.89585972242077,19.17065110945591,0,section_00_source_train_normal_0041_vel_8_loc_D.wav,bearing,train,normal
58.74595452817664,55.23245879257215,68.21823790406076,71.40184214671433,42.24385986059099,54.90895489166603,24.898571639642498,0,section_00_source_train_normal_0042_vel_5_loc_A.wav,bearing,train,normal
58.21640643341982,41.94255477623157,67.30414361222182,67.95601902414826,38.052669645027606,54.57315557781112,15.634655914771598,0,section_00_source_train_normal_0043_vel_21_loc_A.wav,bearing,train,normal
67.6086508728346,54.0108166653913,67.02422660928242,66.91185566170896,41.141961497268,56.39355110179994,22.86430904941054,0,section_00_source_train_normal_0044_vel_5_loc_A.wav,bearing,train,normal
