filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,7.689969e+00,4.545382e+00,5.098066e+00,6.206401e+00,2.285591e+01,1.315197e+01,1.470999e+01,1.581090e+01,1.704290e+01,2.367839e+00,2.591656e+01,7.492625e+01,3.317834e+00,-1.293942e+01,8.984495e+00,4.561229e-02
00000001.wav,4.472003e+00,2.735539e+00,2.954492e+00,3.769622e+00,1.959361e+01,1.099164e+01,1.268571e+01,1.448180e+01,1.691843e+01,1.548612e+00,2.082441e+01,7.489293e+01,2.927202e+00,-1.689865e+01,8.973288e+00,3.865191e-02
00000002.wav,9.924839e+00,5.900108e+00,6.579153e+00,8.301068e+00,3.020093e+01,1.735926e+01,1.961825e+01,2.077673e+01,2.171665e+01,4.735431e+00,2.336090e+01,7.492617e+01,4.191840e+00,-1.423535e+01,6.977219e+00,4.714186e-02
00000003.wav,6.125389e+00,3.653658e+00,3.946254e+00,5.050207e+00,2.267166e+01,1.301561e+01,1.426086e+01,1.535925e+01,1.707396e+01,2.598164e+00,2.373930e+01,7.383444e+01,3.540390e+00,-1.034140e+01,6.465558e+00,5.949916e-02
00000004.wav,7.071504e+00,4.129837e+00,4.556594e+00,5.506583e+00,2.200544e+01,1.238541e+01,1.449499e+01,1.532909e+01,1.634649e+01,2.591023e+00,2.268836e+01,7.213185e+01,3.561062e+00,-9.251600e+00,4.495763e+00,7.274123e-02
00000005.wav,7.552796e+00,4.411896e+00,4.730328e+00,5.625087e+00,2.361446e+01,1.342119e+01,1.524243e+01,1.571850e+01,1.697861e+01,2.559812e+00,2.454352e+01,7.320594e+01,3.553453e+00,-6.034043e+00,3.444010e+00,1.055069e-01
00000006.wav,7.990893e+00,4.608406e+00,5.321822e+00,7.386066e+00,2.546128e+01,1.466748e+01,1.645867e+01,1.729439e+01,1.872399e+01,3.560464e+00,2.346780e+01,7.195500e+01,3.830445e+00,-9.526312e+00,5.482703e+00,6.662662e-02
00000007.wav,8.024794e+00,4.701370e+00,5.236951e+00,7.343176e+00,2.211711e+01,1.271839e+01,1.414116e+01,1.531594e+01,1.755850e+01,3.678883e+00,2.169429e+01,7.307551e+01,3.764826e+00,-1.384057e+01,5.400075e+00,5.197332e-02
00000008.wav,8.419925e+00,4.903569e+00,5.532822e+00,7.518990e+00,2.594837e+01,1.481567e+01,1.642654e+01,1.813744e+01,2.044417e+01,4.462347e+00,2.130525e+01,7.282459e+01,3.820758e+00,-1.462219e+01,6.311080e+00,4.777086e-02
00000009.wav,8.048480e+00,4.648194e+00,5.389710e+00,7.473579e+00,2.414104e+01,1.367246e+01,1.538458e+01,1.714536e+01,1.980080e+01,3.700144e+00,2.068215e+01,7.173440e+01,3.777205e+00,-1.214389e+01,6.176430e+00,5.458420e-02
