filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,5.141428e+00,3.042010e+00,3.276874e+00,5.441950e+00,1.815486e+01,9.966206e+00,1.162253e+01,1.379127e+01,2.692092e+01,3.327146e+00,1.968668e+01,7.451697e+01,3.127880e+00,-1.412421e+01,1.139592e+01,3.918475e-02
00000001.wav,5.532128e+00,3.261423e+00,3.506585e+00,5.429725e+00,1.822875e+01,1.023605e+01,1.132664e+01,1.363281e+01,2.594559e+01,3.661601e+00,1.300043e+01,7.550581e+01,3.395804e+00,-1.266030e+01,1.123188e+01,4.185470e-02
00000002.wav,6.016673e+00,3.580884e+00,3.739806e+00,4.781580e+00,1.932995e+01,1.119543e+01,1.171211e+01,1.378401e+01,2.555447e+01,3.006175e+00,1.516626e+01,7.615572e+01,3.441078e+00,-1.031710e+01,9.553845e+00,5.032473e-02
00000003.wav,5.739905e+00,3.410205e+00,3.607908e+00,5.985459e+00,1.809667e+01,1.028222e+01,1.125853e+01,1.342246e+01,2.531833e+01,3.529019e+00,1.459350e+01,7.540650e+01,3.474811e+00,-1.252474e+01,1.111554e+01,4.230069e-02
00000004.wav,5.068067e+00,3.045002e+00,3.098433e+00,4.617675e+00,1.895720e+01,1.087187e+01,1.146641e+01,1.336389e+01,2.434218e+01,2.770047e+00,9.538825e+00,7.800552e+01,3.081181e+00,-1.094159e+01,1.028368e+01,4.711365e-02
00000005.wav,5.691240e+00,3.388254e+00,3.672231e+00,6.173236e+00,1.790109e+01,9.986203e+00,1.147535e+01,1.357460e+01,2.684832e+01,2.772435e+00,1.610567e+01,7.528760e+01,3.482653e+00,-1.437018e+01,1.220840e+01,3.762427e-02
00000006.wav,4.352330e+00,2.557570e+00,2.754331e+00,4.270523e+00,1.588329e+01,8.756397e+00,9.951375e+00,1.218957e+01,2.391837e+01,1.796433e+00,1.105723e+01,7.672163e+01,2.929024e+00,-1.482061e+01,1.420611e+01,3.445102e-02
00000007.wav,3.007533e+00,1.783417e+00,1.985797e+00,4.385346e+00,1.572881e+01,8.610267e+00,9.902783e+00,1.244357e+01,2.533667e+01,2.004744e+00,1.127633e+01,7.453532e+01,2.766586e+00,-1.805318e+01,1.189380e+01,3.339234e-02
00000008.wav,1.508503e+00,9.451431e-01,1.091999e+00,1.384367e+00,1.632507e+01,8.534144e+00,1.028594e+01,1.595692e+01,3.383943e+01,3.504882e-01,8.647990e+00,7.673569e+01,1.602695e+00,-3.338150e+01,5.609999e+00,2.564661e-02
00000009.wav,5.540199e+00,3.276894e+00,3.516624e+00,5.654978e+00,1.754570e+01,9.838463e+00,1.115329e+01,1.303393e+01,2.481615e+01,3.094838e+00,1.095146e+01,7.588350e+01,3.504836e+00,-1.280197e+01,1.223098e+01,3.994735e-02
00000010.wav,5.652755e+00,3.381288e+00,3.653347e+00,5.673358e+00,1.874513e+01,1.071274e+01,1.146845e+01,1.366044e+01,2.615883e+01,3.382129e+00,1.564380e+01,7.573205e+01,3.313187e+00,-1.330990e+01,1.135997e+01,4.053528e-02
00000011.wav,2.677579e+00,1.631018e+00,1.798560e+00,2.707461e+00,1.643853e+01,8.915267e+00,1.030943e+01,1.391827e+01,2.803610e+01,1.104262e+00,1.189050e+01,7.621899e+01,2.199471e+00,-2.035707e+01,1.460852e+01,2.859955e-02
00000012.wav,4.766957e+00,2.844632e+00,2.974827e+00,4.402833e+00,1.847466e+01,1.071158e+01,1.128652e+01,1.319489e+01,2.432917e+01,2.081969e+00,8.050847e+00,7.846687e+01,2.939343e+00,-1.267862e+01,1.178073e+01,4.088417e-02
00000013.wav,4.945949e+00,2.944633e+00,2.993050e+00,4.885703e+00,1.689265e+01,9.643533e+00,1.042310e+01,1.232378e+01,2.325461e+01,2.593353e+00,1.156143e+01,7.726109e+01,3.244651e+00,-1.168664e+01,1.162476e+01,4.289747e-02
00000014.wav,5.300614e+00,3.156899e+00,3.322291e+00,6.117624e+00,1.751958e+01,9.885319e+00,1.116266e+01,1.315928e+01,2.550893e+01,4.578028e+00,1.372874e+01,7.598507e+01,3.417258e+00,-1.367991e+01,1.162329e+01,3.952070e-02
00000015.wav,2.030632e+00,1.204801e+00,1.300009e+00,1.972859e+00,1.630888e+01,8.745772e+00,1.043993e+01,1.409895e+01,2.909247e+01,9.603958e-01,8.221344e+00,7.478261e+01,2.296127e+00,-1.758854e+01,4.488830e+00,4.529526e-02
00000016.wav,5.477880e+00,3.274087e+00,3.358182e+00,5.016972e+00,1.867206e+01,1.079491e+01,1.156484e+01,1.343851e+01,2.394676e+01,2.777222e+00,1.063911e+01,7.677000e+01,3.240718e+00,-1.276116e+01,1.194435e+01,4.047680e-02
00000017.wav,5.463758e+00,3.211575e+00,3.473342e+00,5.390322e+00,1.770170e+01,1.007316e+01,1.084202e+01,1.310080e+01,2.548088e+01,4.148063e+00,1.049808e+01,7.478927e+01,3.424468e+00,-1.275518e+01,1.192879e+01,4.051212e-02
00000018.wav,4.328917e+00,2.514415e+00,2.742651e+00,5.169530e+00,1.697584e+01,9.309360e+00,1.100131e+01,1.357785e+01,2.669965e+01,2.230543e+00,1.671356e+01,7.315701e+01,3.090037e+00,-1.942179e+01,1.155612e+01,3.228107e-02
