filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,6.932538e+00,4.021335e+00,4.483341e+00,6.388429e+00,2.345435e+01,1.288684e+01,1.564171e+01,1.811599e+01,2.316627e+01,3.245288e+00,1.955537e+01,7.274599e+01,3.744616e+00,-2.602650e+01,9.383216e+00,2.824084e-02
00000001.wav,7.197264e+00,4.173295e+00,4.629621e+00,7.630174e+00,2.356335e+01,1.293122e+01,1.558715e+01,1.812037e+01,2.332983e+01,3.713739e+00,2.728545e+01,7.126866e+01,3.717568e+00,-2.343663e+01,8.213279e+00,3.159566e-02
00000002.wav,7.627955e+00,4.437786e+00,4.936575e+00,7.717810e+00,2.392867e+01,1.339223e+01,1.547732e+01,1.761912e+01,2.344082e+01,4.693358e+00,1.718750e+01,7.312500e+01,4.018941e+00,-2.681941e+01,8.210137e+00,2.854733e-02
00000003.wav,7.464477e+00,4.319024e+00,4.869942e+00,7.904514e+00,2.436925e+01,1.357691e+01,1.566181e+01,1.810855e+01,2.213965e+01,4.385417e+00,1.500335e+01,7.206966e+01,4.026757e+00,-2.726133e+01,8.686524e+00,2.781807e-02
00000004.wav,7.618020e+00,4.422837e+00,4.995826e+00,7.546211e+00,2.449734e+01,1.368170e+01,1.580703e+01,1.798083e+01,2.293742e+01,4.275549e+00,2.030103e+01,7.257709e+01,3.954009e+00,-2.583446e+01,7.986852e+00,2.956716e-02
00000005.wav,7.369062e+00,4.318177e+00,4.769961e+00,7.214074e+00,2.344167e+01,1.292866e+01,1.532430e+01,1.744592e+01,2.289430e+01,4.511501e+00,2.713838e+01,7.102553e+01,3.696495e+00,-2.403538e+01,8.175492e+00,3.104542e-02
00000006.wav,7.348837e+00,4.208913e+00,4.752543e+00,7.263098e+00,2.313302e+01,1.306206e+01,1.496435e+01,1.688209e+01,2.302332e+01,4.316845e+00,1.961390e+01,7.158301e+01,3.880204e+00,-2.517043e+01,8.582713e+00,2.962687e-02
00000007.wav,7.201586e+00,4.206443e+00,4.762775e+00,7.080150e+00,2.292014e+01,1.238429e+01,1.511174e+01,1.831397e+01,2.422380e+01,3.757179e+00,2.085366e+01,7.317073e+01,3.762795e+00,-2.615359e+01,8.778683e+00,2.862683e-02
00000008.wav,7.240791e+00,4.202619e+00,4.767592e+00,7.269546e+00,2.348841e+01,1.309321e+01,1.549710e+01,1.808933e+01,2.574988e+01,4.302866e+00,2.349727e+01,7.112232e+01,3.750561e+00,-2.768159e+01,8.217373e+00,2.785596e-02
00000009.wav,7.440526e+00,4.325825e+00,4.946278e+00,7.212628e+00,2.423992e+01,1.313512e+01,1.585184e+01,1.910093e+01,2.543902e+01,3.882337e+00,2.390947e+01,7.148148e+01,3.839150e+00,-2.267496e+01,8.393591e+00,3.218689e-02
00000010.wav,7.366732e+00,4.256799e+00,4.848187e+00,7.320589e+00,2.378868e+01,1.331124e+01,1.537338e+01,1.765476e+01,2.325414e+01,3.415361e+00,2.603161e+01,7.111501e+01,3.747503e+00,-2.555872e+01,7.118717e+00,3.060216e-02
00000011.wav,7.399666e+00,4.286894e+00,4.949076e+00,7.500918e+00,2.368347e+01,1.301458e+01,1.551580e+01,1.877384e+01,2.721999e+01,4.471323e+00,2.032270e+01,7.153285e+01,3.899091e+00,-2.745022e+01,8.363758e+00,2.792206e-02
00000012.wav,7.379453e+00,4.256426e+00,4.942530e+00,7.302969e+00,2.514346e+01,1.379305e+01,1.640541e+01,1.933822e+01,2.400226e+01,3.592826e+00,2.319609e+01,7.024052e+01,3.821353e+00,-2.390953e+01,7.917092e+00,3.142024e-02
00000013.wav,7.658872e+00,4.453480e+00,5.012078e+00,7.351545e+00,2.456689e+01,1.376957e+01,1.589818e+01,1.810217e+01,2.252869e+01,4.049445e+00,2.264728e+01,7.295333e+01,3.902908e+00,-2.257133e+01,8.097730e+00,3.260615e-02
00000014.wav,7.661274e+00,4.423889e+00,5.188561e+00,8.076833e+00,2.348708e+01,1.289137e+01,1.582827e+01,1.821437e+01,2.356537e+01,5.319479e+00,2.135997e+01,7.053400e+01,3.923529e+00,-2.458271e+01,8.604692e+00,3.013192e-02
