filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,6.379438e+00,3.701162e+00,4.034654e+00,4.387426e+00,2.226516e+01,1.277889e+01,1.424109e+01,1.566811e+01,1.643446e+01,1.889865e+00,1.845893e+01,7.231160e+01,3.349612e+00,-1.204642e+01,5.731921e+00,5.624823e-02
00000001.wav,6.437174e+00,3.793741e+00,4.081576e+00,4.517399e+00,2.300270e+01,1.301736e+01,1.456931e+01,1.613538e+01,1.731174e+01,2.387093e+00,1.755789e+01,7.503158e+01,3.428367e+00,-1.290822e+01,4.852225e+00,5.630489e-02
00000002.wav,6.952811e+00,4.073049e+00,4.359465e+00,5.283557e+00,2.152203e+01,1.225347e+01,1.393273e+01,1.518270e+01,1.637196e+01,2.703984e+00,2.052786e+01,7.398408e+01,3.570710e+00,-1.371198e+01,5.295602e+00,5.261059e-02
00000003.wav,6.556836e+00,3.817358e+00,4.138749e+00,4.806887e+00,2.107013e+01,1.203101e+01,1.354905e+01,1.478604e+01,1.623021e+01,2.700855e+00,1.649832e+01,7.394781e+01,3.566468e+00,-1.171396e+01,5.548407e+00,5.792947e-02
00000004.wav,6.893295e+00,4.040773e+00,4.244684e+00,4.841027e+00,2.241203e+01,1.277550e+01,1.427687e+01,1.562910e+01,1.680771e+01,2.802256e+00,1.983229e+01,7.358491e+01,3.562737e+00,-1.236886e+01,5.852405e+00,5.488093e-02
00000005.wav,7.126091e+00,4.162591e+00,4.548241e+00,5.422628e+00,2.295533e+01,1.314134e+01,1.477341e+01,1.602844e+01,1.720611e+01,2.855091e+00,2.133874e+01,7.359026e+01,3.653597e+00,-1.335296e+01,5.385070e+00,5.336741e-02
00000006.wav,6.909842e+00,4.109597e+00,4.358290e+00,4.963214e+00,2.155756e+01,1.237801e+01,1.389054e+01,1.534556e+01,1.670005e+01,2.577194e+00,2.119038e+01,7.568594e+01,3.546729e+00,-1.272900e+01,5.303314e+00,5.545599e-02
00000007.wav,6.883542e+00,4.000042e+00,4.382525e+00,5.076588e+00,2.253167e+01,1.277374e+01,1.463770e+01,1.618704e+01,1.740246e+01,2.677052e+00,1.896764e+01,7.345350e+01,3.604681e+00,-1.377222e+01,5.989418e+00,5.060309e-02
00000008.wav,5.250998e+00,3.096952e+00,3.307167e+00,3.851591e+00,2.046838e+01,1.164061e+01,1.310505e+01,1.457369e+01,1.613166e+01,2.067439e+00,1.268817e+01,7.488172e+01,3.408921e+00,-1.292191e+01,5.146762e+00,5.534440e-02
00000009.wav,5.751430e+00,3.399118e+00,3.640237e+00,4.352509e+00,2.148917e+01,1.224304e+01,1.363658e+01,1.540742e+01,1.678400e+01,1.950090e+00,1.313717e+01,7.666805e+01,3.449804e+00,-1.701259e+01,5.770505e+00,4.389219e-02
00000010.wav,7.094532e+00,4.171120e+00,4.422890e+00,5.150214e+00,2.311083e+01,1.331818e+01,1.480839e+01,1.592351e+01,1.677848e+01,2.824631e+00,2.088999e+01,7.424804e+01,3.637734e+00,-1.258818e+01,5.404595e+00,5.557786e-02
00000011.wav,7.046887e+00,4.126950e+00,4.505051e+00,5.041439e+00,2.190573e+01,1.251262e+01,1.419960e+01,1.577602e+01,1.696306e+01,2.393643e+00,2.023314e+01,7.389675e+01,3.483066e+00,-1.355688e+01,5.430953e+00,5.266530e-02
00000012.wav,7.223492e+00,4.220176e+00,4.537284e+00,5.078872e+00,2.215277e+01,1.274063e+01,1.429097e+01,1.572308e+01,1.716850e+01,2.595223e+00,2.192243e+01,7.360877e+01,3.530373e+00,-1.327606e+01,5.573014e+00,5.305302e-02
00000013.wav,7.215988e+00,4.245762e+00,4.495366e+00,5.130374e+00,2.186685e+01,1.233375e+01,1.426243e+01,1.547116e+01,1.672498e+01,2.660531e+00,2.029046e+01,7.464730e+01,3.599630e+00,-1.167448e+01,4.781150e+00,6.076946e-02
00000014.wav,5.625930e+00,3.280016e+00,3.539790e+00,4.112838e+00,2.096524e+01,1.194196e+01,1.339476e+01,1.469807e+01,1.624271e+01,2.360151e+00,1.377835e+01,7.454001e+01,3.455826e+00,-1.306196e+01,5.150803e+00,5.490654e-02
00000015.wav,6.479879e+00,3.747300e+00,4.117503e+00,5.042244e+00,2.011191e+01,1.159632e+01,1.278638e+01,1.370252e+01,1.498233e+01,2.855430e+00,1.605717e+01,7.347625e+01,3.458411e+00,-1.192556e+01,4.798816e+00,5.979295e-02
00000016.wav,7.015482e+00,4.154736e+00,4.362526e+00,5.108951e+00,2.242523e+01,1.278415e+01,1.442850e+01,1.587723e+01,1.692154e+01,3.036032e+00,2.073828e+01,7.445044e+01,3.556324e+00,-1.213079e+01,5.379031e+00,5.711082e-02
00000017.wav,7.064212e+00,4.153284e+00,4.424903e+00,5.346952e+00,2.260708e+01,1.300355e+01,1.468490e+01,1.579837e+01,1.719763e+01,2.497060e+00,2.200689e+01,7.420327e+01,3.464130e+00,-1.441573e+01,5.770779e+00,4.953803e-02
00000018.wav,6.739763e+00,3.951255e+00,4.286135e+00,4.719074e+00,2.190557e+01,1.263218e+01,1.387387e+01,1.547062e+01,1.647889e+01,2.204090e+00,1.942078e+01,7.414821e+01,3.448001e+00,-1.372724e+01,5.710610e+00,5.144602e-02
