filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,9.249256e+00,5.504367e+00,6.042838e+00,7.741621e+00,2.762563e+01,1.583277e+01,1.763070e+01,1.932387e+01,2.072701e+01,5.104420e+00,2.261718e+01,7.514942e+01,4.105802e+00,-1.072629e+01,5.681335e+00,6.094727e-02
00000001.wav,7.425882e+00,4.399193e+00,4.694531e+00,5.328256e+00,2.557648e+01,1.453739e+01,1.652591e+01,1.804977e+01,1.984758e+01,2.840829e+00,1.236660e+01,7.614564e+01,3.823631e+00,-1.049364e+01,5.359299e+00,6.307979e-02
00000002.wav,6.573373e+00,3.902049e+00,4.296146e+00,5.688029e+00,2.303702e+01,1.306408e+01,1.460366e+01,1.638451e+01,1.793137e+01,3.663295e+00,2.216382e+01,7.538327e+01,3.536808e+00,-1.259708e+01,6.003143e+00,5.376278e-02
00000003.wav,8.410196e+00,5.067244e+00,5.539451e+00,7.480724e+00,2.549727e+01,1.441585e+01,1.662216e+01,1.816331e+01,1.950722e+01,4.979659e+00,1.919036e+01,7.654512e+01,4.128951e+00,-1.075450e+01,5.609028e+00,6.111150e-02
00000004.wav,9.343367e+00,5.576348e+00,6.016202e+00,7.599667e+00,2.782718e+01,1.570355e+01,1.786563e+01,1.977379e+01,2.110146e+01,4.296042e+00,2.185369e+01,7.541847e+01,4.134530e+00,-1.109250e+01,5.580753e+00,5.997629e-02
00000005.wav,8.463199e+00,4.990119e+00,5.500333e+00,7.221628e+00,2.475117e+01,1.395926e+01,1.608160e+01,1.765157e+01,1.894076e+01,3.922381e+00,1.666667e+01,7.391169e+01,4.007952e+00,-1.142927e+01,5.776496e+00,5.812007e-02
00000006.wav,8.839954e+00,5.233582e+00,5.816528e+00,7.563417e+00,2.727824e+01,1.545005e+01,1.780271e+01,1.969314e+01,2.089351e+01,4.257063e+00,1.935484e+01,7.431762e+01,4.074521e+00,-1.128153e+01,5.583246e+00,5.929517e-02
00000007.wav,9.067477e+00,5.379702e+00,5.943805e+00,7.665284e+00,2.715432e+01,1.523764e+01,1.766667e+01,1.949218e+01,2.084530e+01,4.565271e+00,2.063046e+01,7.468789e+01,4.141331e+00,-1.120407e+01,5.417390e+00,6.016320e-02
00000008.wav,9.240700e+00,5.517170e+00,5.985138e+00,7.817284e+00,2.749118e+01,1.567551e+01,1.772446e+01,1.941374e+01,2.094835e+01,4.270822e+00,2.378812e+01,7.524880e+01,4.077563e+00,-1.227315e+01,6.376374e+00,5.362068e-02
00000009.wav,6.674384e+00,3.987073e+00,4.300647e+00,5.736754e+00,1.900136e+01,1.087270e+01,1.216896e+01,1.361673e+01,1.421827e+01,1.492052e+00,4.736000e+01,7.192000e+01,2.808609e+00,-1.442117e+01,5.391055e+00,5.047390e-02
