filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,6.819855e+00,4.098336e+00,4.238331e+00,4.643396e+00,2.931743e+01,1.657721e+01,2.049522e+01,2.625248e+01,3.710969e+01,1.343275e+00,2.784014e+00,7.999551e+01,2.649921e+00,-1.682444e+01,4.680728e+00,4.650045e-02
00000001.wav,4.669981e+00,2.835588e+00,3.110482e+00,6.027315e+00,3.422985e+01,1.904895e+01,2.542529e+01,3.565254e+01,5.299353e+01,2.434718e+00,2.318584e+01,7.463127e+01,3.162682e+00,-2.438365e+01,6.732311e+00,3.213785e-02
00000002.wav,4.174627e+00,2.464153e+00,2.628732e+00,5.061813e+00,3.086773e+01,1.686330e+01,2.467431e+01,3.589827e+01,5.280433e+01,2.773608e+00,1.625784e+01,7.581289e+01,3.233997e+00,-1.692849e+01,6.410414e+00,4.284691e-02
00000003.wav,8.679207e+00,5.104393e+00,5.670506e+00,8.231809e+00,3.608908e+01,2.094948e+01,2.385250e+01,3.045460e+01,4.165766e+01,5.841828e+00,1.128650e+01,7.495396e+01,4.395769e+00,-2.296609e+01,6.026945e+00,3.449104e-02
00000004.wav,4.475959e+00,2.716533e+00,2.934350e+00,5.767753e+00,3.301762e+01,1.814220e+01,2.286466e+01,3.406054e+01,5.123297e+01,2.459666e+00,1.815803e+01,7.739403e+01,3.141730e+00,-2.484831e+01,6.299948e+00,3.210453e-02
00000005.wav,1.034437e+01,6.299939e+00,6.651462e+00,9.363462e+00,4.070567e+01,2.235812e+01,2.720783e+01,3.683950e+01,5.145704e+01,5.820216e+00,2.721943e+01,7.565606e+01,4.231125e+00,-2.145049e+01,7.173232e+00,3.493606e-02
00000006.wav,8.339734e+00,4.892527e+00,5.433636e+00,8.258346e+00,3.118200e+01,1.710336e+01,2.248326e+01,3.216860e+01,4.649276e+01,3.494696e+00,3.058464e+01,7.242583e+01,3.738834e+00,-2.417543e+01,5.623710e+00,3.355801e-02
00000007.wav,9.325932e+00,5.428279e+00,6.201654e+00,9.847672e+00,4.032861e+01,2.159561e+01,2.942404e+01,3.990426e+01,5.801170e+01,5.821485e+00,3.018293e+01,7.233232e+01,4.062500e+00,-2.479135e+01,5.506245e+00,3.300592e-02
00000008.wav,9.514153e+00,5.620542e+00,6.084113e+00,1.008465e+01,3.915505e+01,2.209735e+01,2.689902e+01,3.615774e+01,5.049797e+01,6.125580e+00,1.904762e+01,7.409639e+01,4.375956e+00,-2.193698e+01,5.915446e+00,3.590351e-02
00000009.wav,9.335386e+00,5.473486e+00,6.075288e+00,9.479912e+00,3.475375e+01,1.982597e+01,2.506667e+01,3.289517e+01,4.541991e+01,5.693477e+00,1.639800e+01,7.342968e+01,4.453052e+00,-2.202817e+01,5.828178e+00,3.589846e-02
