filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,7.791032e+00,4.646925e+00,4.945403e+00,7.466508e+00,2.336398e+01,1.324678e+01,1.488033e+01,1.653551e+01,2.133525e+01,3.828667e+00,2.332938e+01,7.441677e+01,3.478422e+00,-1.289874e+01,9.552753e+00,4.454048e-02
00000001.wav,5.793088e+00,3.356132e+00,3.601579e+00,6.341185e+00,1.733669e+01,9.914350e+00,1.099055e+01,1.199815e+01,1.588567e+01,3.746688e+00,1.006556e+01,7.500964e+01,3.634433e+00,-1.138802e+01,1.035598e+01,4.598970e-02
00000002.wav,6.235443e+00,3.654495e+00,3.862401e+00,6.471948e+00,1.643998e+01,9.433161e+00,1.028559e+01,1.167415e+01,1.500894e+01,4.124958e+00,1.308337e+01,7.502992e+01,3.721816e+00,-9.986679e+00,9.785516e+00,5.057607e-02
00000003.wav,8.944123e+00,5.287692e+00,5.805055e+00,7.590300e+00,2.621459e+01,1.483524e+01,1.711357e+01,1.866511e+01,2.240325e+01,2.865030e+00,2.701716e+01,7.353049e+01,3.737266e+00,-9.613384e+00,8.068556e+00,5.655488e-02
00000004.wav,3.728226e+00,2.246488e+00,2.447642e+00,3.357747e+00,1.881344e+01,1.076770e+01,1.176205e+01,1.331804e+01,1.785880e+01,1.082502e+00,9.650000e+00,7.820000e+01,2.601742e+00,-1.101287e+01,8.141096e+00,5.220852e-02
00000005.wav,5.950952e+00,3.597071e+00,3.736902e+00,5.241010e+00,2.215744e+01,1.273347e+01,1.404454e+01,1.517120e+01,1.940603e+01,1.912856e+00,1.267257e+01,7.812389e+01,3.108417e+00,-1.149720e+01,8.370187e+00,5.033375e-02
00000006.wav,8.206169e+00,5.038414e+00,5.227877e+00,6.926680e+00,2.855332e+01,1.613890e+01,1.851586e+01,1.989086e+01,2.367622e+01,2.452634e+00,2.430414e+01,7.932790e+01,3.104385e+00,-1.589124e+01,8.953028e+00,4.025072e-02
00000007.wav,9.022232e+00,5.398054e+00,5.772266e+00,7.555486e+00,2.766848e+01,1.556696e+01,1.783619e+01,1.969426e+01,2.307410e+01,3.795153e+00,2.585278e+01,7.486535e+01,3.750214e+00,-9.650557e+00,7.613294e+00,5.792451e-02
00000008.wav,5.697801e+00,3.325419e+00,3.580591e+00,6.020619e+00,1.666785e+01,9.497493e+00,1.041148e+01,1.188007e+01,1.485382e+01,3.171394e+00,1.343154e+01,7.547660e+01,3.424576e+00,-1.210734e+01,1.053027e+01,4.417427e-02
00000009.wav,8.790345e+00,5.261184e+00,5.610800e+00,7.653733e+00,2.596419e+01,1.464559e+01,1.663629e+01,1.861002e+01,2.215475e+01,4.003929e+00,2.790610e+01,7.485801e+01,3.731195e+00,-1.017353e+01,8.175534e+00,5.449869e-02
00000010.wav,8.664799e+00,5.222094e+00,5.447122e+00,7.844213e+00,2.748457e+01,1.585109e+01,1.750569e+01,1.891579e+01,2.237788e+01,4.113451e+00,2.515426e+01,7.607985e+01,3.763057e+00,-1.216748e+01,9.191121e+00,4.681954e-02
00000011.wav,7.171764e+00,4.186142e+00,4.523465e+00,6.794812e+00,2.015686e+01,1.124874e+01,1.306087e+01,1.453308e+01,1.799352e+01,3.446701e+00,2.160825e+01,7.265979e+01,3.713252e+00,-9.779296e+00,8.841327e+00,5.370390e-02
00000012.wav,8.561330e+00,5.197131e+00,5.162279e+00,7.133974e+00,2.341066e+01,1.352751e+01,1.459368e+01,1.615856e+01,2.021572e+01,2.700907e+00,2.800462e+01,7.607858e+01,3.549388e+00,-9.958365e+00,8.694202e+00,5.361193e-02
00000013.wav,8.766611e+00,5.217178e+00,5.665363e+00,7.535179e+00,2.619688e+01,1.497489e+01,1.697793e+01,1.846811e+01,2.224061e+01,4.194964e+00,2.625184e+01,7.474227e+01,3.848033e+00,-1.081184e+01,7.891151e+00,5.346739e-02
00000014.wav,6.807022e+00,3.980151e+00,4.208368e+00,6.587259e+00,1.914039e+01,1.091968e+01,1.220250e+01,1.327009e+01,1.687209e+01,4.250282e+00,1.463973e+01,7.468547e+01,3.825149e+00,-1.114448e+01,9.986114e+00,4.732475e-02
00000015.wav,8.497085e+00,5.122791e+00,5.410108e+00,7.814473e+00,2.572872e+01,1.493614e+01,1.637950e+01,1.756879e+01,2.175265e+01,4.319963e+00,2.436261e+01,7.645184e+01,3.766753e+00,-1.236819e+01,9.938758e+00,4.482908e-02
00000016.wav,8.902711e+00,5.392057e+00,5.599101e+00,7.805697e+00,2.596764e+01,1.479243e+01,1.643407e+01,1.805638e+01,2.198981e+01,3.914926e+00,2.768017e+01,7.629975e+01,3.816230e+00,-9.724964e+00,8.339966e+00,5.535587e-02
00000017.wav,4.446899e+00,2.746292e+00,2.822113e+00,3.645465e+00,1.735969e+01,9.878022e+00,1.077117e+01,1.230846e+01,1.722318e+01,9.055725e-01,3.444272e+01,7.856037e+01,2.458331e+00,-1.756252e+01,5.320971e+00,4.369962e-02
00000018.wav,7.819713e+00,4.723694e+00,4.781860e+00,7.247252e+00,2.676328e+01,1.557702e+01,1.669045e+01,1.757009e+01,2.121496e+01,2.821930e+00,2.133236e+01,7.808518e+01,3.194830e+00,-9.982976e+00,8.945401e+00,5.283073e-02
00000019.wav,8.807535e+00,5.277761e+00,5.840273e+00,8.428244e+00,2.977574e+01,1.600050e+01,2.031758e+01,2.351931e+01,2.704216e+01,3.819198e+00,3.022997e+01,7.333086e+01,3.663785e+00,-1.160366e+01,8.586138e+00,4.952996e-02
00000020.wav,4.430355e+00,2.680075e+00,2.871190e+00,4.727273e+00,1.908571e+01,1.084767e+01,1.193457e+01,1.357450e+01,1.877419e+01,2.233996e+00,1.842833e+01,7.399004e+01,2.851082e+00,-1.274333e+01,1.010956e+01,4.375814e-02
00000021.wav,7.923110e+00,4.770415e+00,5.044317e+00,7.370365e+00,2.578979e+01,1.467000e+01,1.648900e+01,1.821227e+01,2.410162e+01,4.250796e+00,2.269159e+01,7.555140e+01,3.570330e+00,-1.463937e+01,9.553902e+00,4.133381e-02
00000022.wav,8.221068e+00,4.841572e+00,5.397925e+00,7.459387e+00,2.485610e+01,1.371070e+01,1.629155e+01,1.819487e+01,2.134753e+01,3.632001e+00,2.571429e+01,7.354207e+01,3.728756e+00,-8.241685e+00,7.287799e+00,6.439364e-02
00000023.wav,8.684493e+00,5.185252e+00,5.526915e+00,7.535989e+00,2.654230e+01,1.489379e+01,1.746779e+01,1.889353e+01,2.244901e+01,3.953822e+00,2.668356e+01,7.454743e+01,3.758496e+00,-1.074106e+01,8.877303e+00,5.097266e-02
00000024.wav,9.502626e+00,5.748743e+00,6.181156e+00,8.754658e+00,3.197881e+01,1.821645e+01,2.057309e+01,2.185970e+01,2.616013e+01,4.251412e+00,3.109713e+01,7.459818e+01,3.578451e+00,-1.098390e+01,8.779354e+00,5.059896e-02
00000025.wav,9.055840e+00,5.408044e+00,5.711479e+00,7.830952e+00,2.709499e+01,1.548378e+01,1.754595e+01,1.872298e+01,2.201739e+01,3.628333e+00,2.753312e+01,7.475832e+01,3.829201e+00,-1.006217e+01,8.478770e+00,5.393471e-02
00000026.wav,8.707110e+00,5.225075e+00,5.487435e+00,7.744240e+00,2.656154e+01,1.505859e+01,1.710506e+01,1.887198e+01,2.332737e+01,3.597123e+00,2.515055e+01,7.456606e+01,3.810359e+00,-1.075560e+01,8.899198e+00,5.087817e-02
00000027.wav,2.733642e+00,1.695833e+00,1.770990e+00,2.013766e+00,1.667490e+01,9.503973e+00,1.063462e+01,1.305592e+01,1.721340e+01,6.750318e-01,1.517787e+01,7.881423e+01,2.237305e+00,-1.757512e+01,4.904840e+00,4.448407e-02
00000028.wav,8.902257e+00,5.319093e+00,5.630718e+00,7.778697e+00,2.701239e+01,1.506026e+01,1.762724e+01,1.954244e+01,2.357657e+01,4.606578e+00,2.569100e+01,7.544295e+01,3.876111e+00,-9.989534e+00,7.907339e+00,5.587568e-02
00000029.wav,7.719663e+00,4.581360e+00,4.875010e+00,7.002987e+00,2.194638e+01,1.259864e+01,1.389288e+01,1.517010e+01,1.909576e+01,3.739020e+00,1.920173e+01,7.526070e+01,3.801507e+00,-1.191820e+01,9.806952e+00,4.602960e-02
00000030.wav,5.028124e+00,3.032203e+00,3.369087e+00,5.979960e+00,2.025825e+01,1.128459e+01,1.314511e+01,1.449583e+01,1.931518e+01,2.517119e+00,1.367450e+01,7.600671e+01,3.158707e+00,-1.085328e+01,9.334566e+00,4.953474e-02
00000031.wav,9.393338e+00,5.713077e+00,6.099718e+00,8.186566e+00,3.034890e+01,1.715257e+01,1.963987e+01,2.135231e+01,2.519397e+01,3.195099e+00,2.319885e+01,7.602305e+01,3.935078e+00,-1.489871e+01,9.143979e+00,4.159268e-02
00000032.wav,8.250893e+00,4.941572e+00,5.119657e+00,7.201952e+00,2.693086e+01,1.575750e+01,1.686661e+01,1.760256e+01,2.166445e+01,2.921820e+00,2.254171e+01,7.646432e+01,3.383481e+00,-1.061586e+01,8.955925e+00,5.109396e-02
00000033.wav,5.801566e+00,3.446379e+00,3.675007e+00,5.044289e+00,2.276052e+01,1.292853e+01,1.470711e+01,1.566565e+01,1.948245e+01,2.507649e+00,1.192903e+01,7.621744e+01,3.115872e+00,-8.578462e+00,7.570592e+00,6.192313e-02
