filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,9.519603e+00,5.635825e+00,6.430679e+00,1.100654e+01,4.495867e+01,2.599630e+01,3.062669e+01,3.855224e+01,5.237525e+01,6.890464e+00,3.124782e+01,7.147850e+01,4.279873e+00,-2.412531e+01,5.912375e+00,3.329152e-02
00000001.wav,2.471868e+00,1.501584e+00,1.697841e+00,3.021986e+00,3.875757e+01,2.170124e+01,2.577273e+01,3.631389e+01,5.336987e+01,1.156233e+00,1.263823e+01,7.598736e+01,2.341110e+00,-2.622429e+01,7.214738e+00,2.990518e-02
00000002.wav,9.438299e+00,5.627125e+00,5.987852e+00,9.265754e+00,3.919442e+01,2.132639e+01,2.688217e+01,3.435118e+01,4.744581e+01,5.001041e+00,2.548495e+01,7.448161e+01,4.271578e+00,-2.610847e+01,5.800918e+00,3.133874e-02
00000003.wav,8.160608e+00,4.836371e+00,5.128279e+00,7.969357e+00,3.433191e+01,1.862910e+01,2.344175e+01,3.029911e+01,4.106870e+01,4.149385e+00,2.184557e+01,7.495292e+01,3.992540e+00,-2.422484e+01,6.683512e+00,3.235371e-02
00000004.wav,9.078931e+00,5.371227e+00,5.838943e+00,9.895024e+00,3.716394e+01,2.099297e+01,2.580051e+01,3.248703e+01,4.582915e+01,5.913391e+00,1.728322e+01,7.354247e+01,4.419932e+00,-2.726754e+01,5.930081e+00,3.012264e-02
00000005.wav,1.048575e+01,6.277841e+00,6.766269e+00,1.130574e+01,4.625536e+01,2.650977e+01,3.126040e+01,3.932166e+01,5.190117e+01,9.364368e+00,3.029917e+01,7.250159e+01,4.586529e+00,-2.773045e+01,5.731826e+00,2.988440e-02
00000006.wav,8.192394e+00,4.756053e+00,5.160848e+00,7.713288e+00,2.964677e+01,1.633787e+01,2.010553e+01,2.475470e+01,3.307385e+01,4.915542e+00,1.913408e+01,7.300978e+01,4.032857e+00,-2.434014e+01,5.105383e+00,3.396102e-02
00000007.wav,9.083836e+00,5.325807e+00,5.762885e+00,8.712139e+00,3.544569e+01,1.971820e+01,2.375236e+01,2.823582e+01,3.873275e+01,5.393812e+00,2.607926e+01,7.229299e+01,4.117140e+00,-2.270511e+01,6.025802e+00,3.480572e-02
00000008.wav,9.347780e+00,5.543230e+00,6.049047e+00,9.113728e+00,3.528388e+01,1.930142e+01,2.426796e+01,3.129718e+01,4.426775e+01,5.801453e+00,1.961302e+01,7.431838e+01,4.437628e+00,-2.722582e+01,5.313594e+00,3.073196e-02
00000009.wav,4.148968e+00,2.425118e+00,2.642291e+00,4.459337e+00,3.306788e+01,1.786620e+01,2.213825e+01,2.849508e+01,4.063922e+01,2.139192e+00,1.703395e+01,7.319833e+01,3.177470e+00,-1.310824e+01,5.239675e+00,5.450209e-02
00000010.wav,8.845161e+00,5.177887e+00,5.650610e+00,9.086060e+00,3.533134e+01,2.004528e+01,2.308148e+01,2.982226e+01,3.961009e+01,5.785050e+00,2.759018e+01,7.363776e+01,4.093332e+00,-2.563971e+01,6.332464e+00,3.127719e-02
00000011.wav,9.316631e+00,5.551809e+00,5.915469e+00,8.881171e+00,3.695487e+01,2.028502e+01,2.463380e+01,3.353646e+01,4.737540e+01,4.638000e+00,3.011554e+01,7.409616e+01,4.111477e+00,-2.875371e+01,6.253873e+00,2.856524e-02
