filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,2.381458e+00,1.496206e+00,1.388044e+00,1.416636e+00,1.642288e+01,9.804990e+00,9.649134e+00,1.033369e+01,1.204447e+01,6.649089e-01,2.097902e-01,8.150350e+01,2.455019e+00,-7.105045e+00,2.360136e+00,1.056504e-01
00000001.wav,2.252168e+00,1.380562e+00,1.376520e+00,1.374021e+00,1.554227e+01,9.005089e+00,9.642905e+00,1.061726e+01,1.175822e+01,7.440883e-01,1.400560e-01,8.032213e+01,2.594306e+00,-5.549485e+00,1.784503e+00,1.363515e-01
00000002.wav,2.634244e+00,1.592614e+00,1.609760e+00,1.613460e+00,1.622690e+01,9.374085e+00,1.021840e+01,1.093749e+01,1.199193e+01,8.663495e-01,5.242922e-01,7.997204e+01,2.661433e+00,-4.060463e+00,1.699913e+00,1.735998e-01
00000003.wav,2.780019e+00,1.711942e+00,1.664255e+00,1.680672e+00,1.669639e+01,9.810198e+00,1.013786e+01,1.086119e+01,1.181273e+01,1.043396e+00,6.300315e-01,8.137907e+01,2.724809e+00,-2.987844e+00,1.235353e+00,2.367875e-01
00000004.wav,2.246484e+00,1.399097e+00,1.337290e+00,1.400269e+00,1.620326e+01,9.510685e+00,9.742820e+00,1.092175e+01,1.223529e+01,8.563313e-01,7.032349e-02,8.227848e+01,2.617189e+00,-4.176300e+00,9.969405e-01,1.933024e-01
00000005.wav,2.423719e+00,1.484323e+00,1.465406e+00,1.467308e+00,1.551425e+01,8.876565e+00,9.946441e+00,1.120035e+01,1.253680e+01,8.414851e-01,2.100840e-01,8.067227e+01,2.620433e+00,-4.402835e+00,1.996801e+00,1.562589e-01
00000006.wav,3.002989e+00,1.845432e+00,1.794420e+00,1.774865e+00,1.798029e+01,1.056634e+01,1.112484e+01,1.159032e+01,1.267660e+01,6.826391e-01,8.397481e-01,8.166550e+01,2.580824e+00,-3.766694e+00,1.416334e+00,1.929374e-01
00000007.wav,9.326007e-01,5.868848e-01,5.581024e-01,5.946175e-01,1.260884e+01,7.239821e+00,7.986477e+00,8.422051e+00,9.549212e+00,4.567785e-01,6.988120e-02,7.812718e+01,2.122592e+00,-1.676745e+01,5.552047e+00,4.480388e-02
00000008.wav,2.967808e+00,1.788364e+00,1.869995e+00,1.951266e+00,1.706087e+01,9.688934e+00,1.101326e+01,1.181086e+01,1.239314e+01,1.140006e+00,7.402185e-01,7.916814e+01,2.877803e+00,-3.733774e+00,1.063423e+00,2.084551e-01
00000009.wav,2.024590e+00,1.265292e+00,1.224929e+00,1.274688e+00,1.587062e+01,9.321247e+00,9.426748e+00,1.065857e+01,1.210079e+01,8.651362e-01,3.512469e-02,8.099754e+01,2.551736e+00,-4.230340e+00,1.177443e+00,1.849187e-01
00000010.wav,2.284941e+00,1.436646e+00,1.335717e+00,1.372857e+00,1.667201e+01,9.855064e+00,1.010165e+01,1.081540e+01,1.250392e+01,6.197516e-01,4.212004e-01,8.037908e+01,2.552453e+00,-4.142141e+00,1.148649e+00,1.890077e-01
00000011.wav,2.848924e+00,1.742280e+00,1.751100e+00,1.769009e+00,1.646984e+01,9.571464e+00,1.033944e+01,1.121292e+01,1.216014e+01,8.051002e-01,6.659657e-01,8.187872e+01,2.645782e+00,-3.303628e+00,1.199024e+00,2.220914e-01
00000012.wav,2.626460e+00,1.638307e+00,1.549228e+00,1.552835e+00,1.760435e+01,1.052582e+01,1.029802e+01,1.107286e+01,1.293213e+01,7.572380e-01,3.859649e-01,8.336842e+01,2.538466e+00,-4.056567e+00,1.092300e+00,1.942175e-01
00000013.wav,2.720404e+00,1.676784e+00,1.622940e+00,1.643635e+00,1.691361e+01,9.941493e+00,1.034002e+01,1.124348e+01,1.231983e+01,8.992207e-01,4.206099e-01,8.338591e+01,2.702295e+00,-4.135704e+00,1.511533e+00,1.770778e-01
00000014.wav,2.267160e+00,1.364281e+00,1.474716e+00,1.568155e+00,1.649925e+01,9.355623e+00,1.060641e+01,1.139220e+01,1.230703e+01,1.237593e+00,1.058948e-01,7.959760e+01,2.848620e+00,-3.697150e+00,1.221230e+00,2.033190e-01
