filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,6.541197e+00,3.768231e+00,4.585637e+00,6.770605e+00,2.500685e+01,1.365223e+01,1.656648e+01,1.936593e+01,2.018097e+01,3.877345e+00,2.274581e+01,6.887177e+01,3.641945e+00,-9.065437e+00,5.695136e+00,6.774805e-02
00000001.wav,6.550471e+00,3.858092e+00,4.436498e+00,5.660841e+00,2.241156e+01,1.232757e+01,1.486514e+01,1.669341e+01,1.740335e+01,2.659906e+00,2.540461e+01,7.106425e+01,3.423514e+00,-7.350642e+00,5.024496e+00,8.080718e-02
00000002.wav,6.232486e+00,3.614304e+00,4.312391e+00,5.321294e+00,2.143878e+01,1.184240e+01,1.433014e+01,1.622752e+01,1.692542e+01,2.200967e+00,2.302730e+01,6.987593e+01,3.371733e+00,-6.397081e+00,3.267891e+00,1.034664e-01
00000003.wav,6.637819e+00,3.845194e+00,4.608432e+00,5.885358e+00,2.251614e+01,1.232520e+01,1.510063e+01,1.717252e+01,1.786167e+01,2.291894e+00,2.555663e+01,6.969990e+01,3.423561e+00,-7.126548e+00,4.871218e+00,8.334885e-02
00000004.wav,6.650903e+00,3.905690e+00,4.611852e+00,5.978135e+00,2.248951e+01,1.245300e+01,1.492626e+01,1.732640e+01,1.791026e+01,2.828626e+00,2.453638e+01,7.061341e+01,3.488246e+00,-7.573872e+00,5.672450e+00,7.549265e-02
00000005.wav,7.835766e+00,4.674846e+00,4.957103e+00,7.288970e+00,2.828772e+01,1.580730e+01,1.832485e+01,2.142890e+01,2.290407e+01,3.750637e+00,2.149362e+01,7.526412e+01,3.845683e+00,-1.175902e+01,5.884979e+00,5.667649e-02
00000006.wav,7.129123e+00,4.155149e+00,4.909696e+00,6.362172e+00,2.471845e+01,1.346819e+01,1.646566e+01,1.880570e+01,2.011753e+01,3.747610e+00,2.624539e+01,7.052583e+01,3.636080e+00,-8.708933e+00,6.011660e+00,6.793205e-02
00000007.wav,6.607343e+00,3.820384e+00,4.593714e+00,6.112175e+00,2.501044e+01,1.366621e+01,1.656136e+01,1.901666e+01,1.984340e+01,3.445745e+00,2.386888e+01,6.980609e+01,3.594150e+00,-9.413314e+00,5.414870e+00,6.743914e-02
00000008.wav,6.639325e+00,3.854559e+00,4.405762e+00,6.393113e+00,2.582828e+01,1.401934e+01,1.717070e+01,1.981664e+01,2.117501e+01,3.698443e+00,2.447650e+01,6.877617e+01,3.549314e+00,-1.013420e+01,5.349906e+00,6.458237e-02
00000009.wav,6.030407e+00,3.472953e+00,4.215676e+00,5.510146e+00,2.380257e+01,1.302024e+01,1.610879e+01,1.814523e+01,1.862845e+01,2.938872e+00,2.011199e+01,6.924872e+01,3.419049e+00,-1.054758e+01,5.968924e+00,6.054549e-02
00000010.wav,6.013585e+00,3.366688e+00,4.137348e+00,5.070270e+00,2.309020e+01,1.257967e+01,1.564476e+01,1.778081e+01,1.857296e+01,2.007919e+00,1.931350e+01,6.782609e+01,3.279962e+00,-1.373696e+01,5.457893e+00,5.209731e-02
00000011.wav,6.321640e+00,3.649031e+00,4.418964e+00,6.389610e+00,2.478038e+01,1.357408e+01,1.671155e+01,1.950152e+01,2.025862e+01,3.676053e+00,2.288991e+01,6.770642e+01,3.655277e+00,-1.031968e+01,6.093052e+00,6.092830e-02
00000012.wav,6.806271e+00,3.969147e+00,4.593714e+00,6.673378e+00,2.617311e+01,1.448296e+01,1.723210e+01,1.945579e+01,2.060901e+01,3.456789e+00,2.282704e+01,7.080773e+01,3.681794e+00,-1.044124e+01,6.587179e+00,5.872537e-02
00000013.wav,6.795591e+00,3.965561e+00,4.661195e+00,6.029545e+00,2.465866e+01,1.376119e+01,1.652090e+01,1.852113e+01,1.926900e+01,3.137183e+00,2.478080e+01,7.032764e+01,3.534451e+00,-9.865083e+00,5.088325e+00,6.687439e-02
00000014.wav,6.386127e+00,3.645218e+00,4.471781e+00,5.581389e+00,2.384783e+01,1.305024e+01,1.607353e+01,1.797990e+01,1.876630e+01,2.835890e+00,2.375367e+01,6.739980e+01,3.461908e+00,-1.056654e+01,5.168359e+00,6.355300e-02
00000015.wav,6.563064e+00,3.752200e+00,4.510913e+00,6.771008e+00,2.547208e+01,1.376589e+01,1.695104e+01,2.010535e+01,2.107031e+01,4.138271e+00,2.187639e+01,6.816363e+01,3.682717e+00,-1.080193e+01,5.566848e+00,6.109191e-02
00000016.wav,5.634552e+00,3.167478e+00,3.913323e+00,4.756656e+00,2.311666e+01,1.265068e+01,1.563334e+01,1.777548e+01,1.860023e+01,1.751788e+00,1.563488e+01,6.841392e+01,3.056730e+00,-1.497513e+01,5.446748e+00,4.896709e-02
00000017.wav,6.937757e+00,4.005558e+00,4.721804e+00,6.331059e+00,2.597653e+01,1.403241e+01,1.742535e+01,2.006863e+01,2.087085e+01,3.087686e+00,2.427441e+01,6.996482e+01,3.652320e+00,-1.212778e+01,5.954714e+00,5.530210e-02
00000018.wav,7.085477e+00,4.147446e+00,4.937508e+00,6.345820e+00,2.584330e+01,1.432906e+01,1.721552e+01,1.958259e+01,2.038607e+01,3.600371e+00,2.666667e+01,6.958904e+01,3.558245e+00,-9.347315e+00,5.102472e+00,6.920517e-02
00000019.wav,6.706886e+00,3.924998e+00,4.553468e+00,5.961615e+00,2.636577e+01,1.447177e+01,1.747199e+01,1.974669e+01,2.050997e+01,3.249310e+00,2.396252e+01,7.054886e+01,3.625994e+00,-1.181049e+01,6.507729e+00,5.459045e-02
00000020.wav,6.898353e+00,3.979380e+00,4.766297e+00,6.463724e+00,2.568572e+01,1.412800e+01,1.734810e+01,1.977874e+01,2.050607e+01,3.705830e+00,2.449164e+01,6.877542e+01,3.626054e+00,-1.180146e+01,5.867831e+00,5.659538e-02
00000021.wav,6.900587e+00,3.944863e+00,4.717965e+00,6.237759e+00,2.479960e+01,1.346053e+01,1.678041e+01,1.922846e+01,1.995348e+01,3.089212e+00,2.403628e+01,6.816327e+01,3.615706e+00,-1.272511e+01,5.996430e+00,5.341442e-02
00000022.wav,6.817626e+00,3.956380e+00,4.701608e+00,6.245421e+00,2.653036e+01,1.460117e+01,1.751259e+01,2.008932e+01,2.100161e+01,3.161387e+00,2.303297e+01,6.945055e+01,3.657628e+00,-1.311780e+01,6.273878e+00,5.156850e-02
00000023.wav,6.199926e+00,3.539397e+00,4.299190e+00,5.797977e+00,2.414301e+01,1.314599e+01,1.624291e+01,1.835385e+01,1.910264e+01,2.849359e+00,2.161137e+01,6.895735e+01,3.512309e+00,-9.379806e+00,4.933633e+00,6.986441e-02
