filename,Jitter.local,Jitter.RAP,Jitter.PPQ5,Jitter.APQ55,Shimmer.local,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ11,Shimmer.APQ55,PVI,PPF,DPF,PPE,Hp.mean.1,Hp.SD.1,RelHp.1
00000000.wav,6.970567e+00,4.154802e+00,4.268572e+00,5.939747e+00,2.169181e+01,1.220801e+01,1.383289e+01,1.590678e+01,2.272133e+01,2.602967e+00,8.659549e+00,7.778766e+01,3.565787e+00,-2.431448e+01,8.211801e+00,3.074437e-02
00000001.wav,8.655820e+00,5.183526e+00,5.837600e+00,7.732896e+00,2.348703e+01,1.291007e+01,1.534907e+01,1.802714e+01,2.363526e+01,4.277985e+00,1.389246e+01,7.499357e+01,4.012215e+00,-2.854209e+01,1.069798e+01,2.548415e-02
00000002.wav,8.618990e+00,5.080440e+00,5.658443e+00,7.695551e+00,2.404016e+01,1.355611e+01,1.558735e+01,1.746716e+01,2.324933e+01,5.326117e+00,1.158411e+01,7.456140e+01,4.239448e+00,-2.303613e+01,9.649502e+00,3.059448e-02
00000003.wav,7.674284e+00,4.520547e+00,4.913170e+00,6.618679e+00,2.257818e+01,1.264495e+01,1.468324e+01,1.681069e+01,2.104504e+01,3.351528e+00,8.474576e+00,7.568856e+01,3.890059e+00,-2.450533e+01,9.355540e+00,2.953262e-02
00000004.wav,6.555963e+00,3.852034e+00,4.257882e+00,7.460869e+00,2.067868e+01,1.138336e+01,1.301253e+01,1.563145e+01,2.259923e+01,4.226286e+00,1.749585e+01,7.495854e+01,3.747201e+00,-2.366690e+01,8.483136e+00,3.110417e-02
00000005.wav,8.831257e+00,5.172198e+00,5.867166e+00,7.701606e+00,2.368292e+01,1.329689e+01,1.558843e+01,1.776000e+01,2.319338e+01,4.583605e+00,1.147626e+01,7.399583e+01,4.309699e+00,-2.577374e+01,9.348286e+00,2.847216e-02
00000006.wav,5.732328e+00,3.373565e+00,3.706696e+00,6.389122e+00,1.906549e+01,1.033408e+01,1.265560e+01,1.544535e+01,2.328224e+01,3.098942e+00,1.977132e+01,7.393997e+01,3.534221e+00,-1.884976e+01,8.124121e+00,3.707289e-02
00000007.wav,7.455221e+00,4.304733e+00,4.777506e+00,7.056449e+00,2.084009e+01,1.169723e+01,1.345942e+01,1.523538e+01,2.089914e+01,3.724166e+00,7.741222e+00,7.354161e+01,4.094190e+00,-2.798863e+01,9.916326e+00,2.638177e-02
00000008.wav,6.989974e+00,4.186548e+00,4.400502e+00,5.526752e+00,2.132427e+01,1.174544e+01,1.395296e+01,1.628833e+01,2.189185e+01,2.819626e+00,5.031928e+00,7.831418e+01,3.453149e+00,-2.355069e+01,9.559734e+00,3.020197e-02
00000009.wav,9.024811e+00,5.336412e+00,5.844919e+00,8.991735e+00,2.401890e+01,1.330509e+01,1.564703e+01,1.832167e+01,2.542276e+01,4.439139e+00,2.704380e+01,7.251825e+01,4.039316e+00,-2.090420e+01,7.263633e+00,3.550149e-02
00000010.wav,7.270701e+00,4.217057e+00,4.701996e+00,7.019701e+00,2.006960e+01,1.109995e+01,1.305368e+01,1.501183e+01,2.011610e+01,4.878256e+00,8.427300e+00,7.418398e+01,4.059299e+00,-2.243968e+01,9.154812e+00,3.165109e-02
00000011.wav,6.334426e+00,3.799922e+00,4.060470e+00,5.835047e+00,2.048186e+01,1.126827e+01,1.329590e+01,1.550327e+01,2.283232e+01,3.115239e+00,5.298368e+00,7.840514e+01,3.292834e+00,-2.586495e+01,7.850108e+00,2.966034e-02
00000012.wav,8.850827e+00,5.243245e+00,5.822942e+00,8.035232e+00,2.348999e+01,1.291969e+01,1.526307e+01,1.778644e+01,2.286983e+01,4.201291e+00,1.239238e+01,7.474563e+01,4.254062e+00,-2.573102e+01,9.571620e+00,2.832649e-02
00000013.wav,8.846245e+00,5.203450e+00,5.775364e+00,7.739223e+00,2.410217e+01,1.356423e+01,1.553618e+01,1.767473e+01,2.371605e+01,4.638896e+00,1.160807e+01,7.432782e+01,4.321248e+00,-2.205114e+01,8.971145e+00,3.223489e-02
00000014.wav,8.648363e+00,5.066318e+00,5.774253e+00,7.866853e+00,2.434949e+01,1.364720e+01,1.589202e+01,1.813740e+01,2.373353e+01,4.958804e+00,1.152445e+01,7.447971e+01,4.303221e+00,-2.554199e+01,9.048809e+00,2.890942e-02
00000015.wav,8.696816e+00,5.146804e+00,5.674164e+00,7.824550e+00,2.238629e+01,1.237254e+01,1.460172e+01,1.705607e+01,2.231201e+01,4.771436e+00,1.180258e+01,7.526824e+01,4.361258e+00,-2.277855e+01,8.885226e+00,3.158183e-02
00000016.wav,8.954340e+00,5.268001e+00,5.851998e+00,8.026660e+00,2.524901e+01,1.410427e+01,1.671722e+01,1.890073e+01,2.515438e+01,5.782996e+00,1.277821e+01,7.431265e+01,4.302585e+00,-2.589695e+01,8.891030e+00,2.874556e-02
00000017.wav,8.755568e+00,5.184233e+00,5.773316e+00,7.990344e+00,2.325120e+01,1.278807e+01,1.500796e+01,1.773602e+01,2.331102e+01,5.326430e+00,1.239885e+01,7.528061e+01,4.395375e+00,-2.384421e+01,8.740411e+00,3.068932e-02
00000018.wav,8.278216e+00,4.927376e+00,5.310386e+00,6.906681e+00,2.340248e+01,1.313669e+01,1.502100e+01,1.748549e+01,2.341528e+01,3.468527e+00,1.317087e+01,7.618219e+01,3.948269e+00,-2.473599e+01,8.812425e+00,2.980767e-02
00000019.wav,8.566638e+00,5.043620e+00,5.526562e+00,7.268407e+00,2.387605e+01,1.321756e+01,1.537986e+01,1.803354e+01,2.331693e+01,4.103207e+00,9.476626e+00,7.497459e+01,4.183572e+00,-2.141456e+01,9.155580e+00,3.271165e-02
